,name,ageDuringRace,points
798,Esteban Ocon,24,2.0
799,Antonio Giovinazzi,25,0.0
800,Antonio Giovinazzi,27,1.0
801,Lance Stroll,18,0.0
802,Lance Stroll,19,0.0
803,Lance Stroll,20,0.0
804,Lance Stroll,22,4.0
805,Pierre Gasly,22,6.0
806,Pierre Gasly,23,11.0
807,Pierre Gasly,25,8.0
808,Brendon Hartley,28,0.0
809,Charles Leclerc,20,0.0
810,Charles Leclerc,21,0.0
811,Charles Leclerc,23,0.0
812,Sergey Sirotkin,22,0.0
813,Lando Norris,19,0.0
814,Lando Norris,21,15.0
815,Alexander Albon,23,4.0
816,George Russell,21,0.0
817,George Russell,23,0.0
818,Robert Kubica,34,0.0
819,Nicholas Latifi,25,0.0
820,Yuki Tsunoda,21,0.0
821,Mick Schumacher,22,0.0
822,Nikita Mazepin,22,0.0
823,Nico Rosberg,28,18.0
824,Nico Rosberg,29,18.0
825,Nico Rosberg,30,10.0
826,Kevin Magnussen,21,2.0
827,Kevin Magnussen,23,0.0
828,Kevin Magnussen,24,0.0
829,Kevin Magnussen,25,0.0
830,Kevin Magnussen,26,0.0
831,Jenson Button,34,12.0
832,Jenson Button,35,0.0
833,Jenson Button,36,0.0
834,Fernando Alonso,32,8.0
835,Fernando Alonso,33,0.0
836,Fernando Alonso,34,0.0
837,Fernando Alonso,35,0.0
838,Fernando Alonso,36,0.0
839,Valtteri Bottas,24,6.0
840,Valtteri Bottas,25,15.0
841,Valtteri Bottas,26,15.0
842,Valtteri Bottas,27,18.0
843,Valtteri Bottas,28,18.0
844,Valtteri Bottas,29,13.0
845,Nico Hülkenberg,26,10.0
846,Nico Hülkenberg,27,4.0
847,Nico Hülkenberg,28,4.0
848,Nico Hülkenberg,29,4.0
849,Nico Hülkenberg,30,6.0
850,Nico Hülkenberg,31,6.0
851,Kimi Räikkönen,34,1.0
852,Kimi Räikkönen,35,12.0
853,Kimi Räikkönen,36,8.0
854,Kimi Räikkönen,37,6.0
855,Kimi Räikkönen,38,8.0
856,Kimi Räikkönen,39,0.0
857,Jean-Éric Vergne,24,4.0
858,Daniil Kvyat,20,0.0
859,Daniil Kvyat,21,2.0
860,Daniil Kvyat,22,0.0
861,Daniil Kvyat,23,0.0
862,Daniil Kvyat,25,1.0
863,Sergio Pérez,24,0.0
864,Sergio Pérez,25,0.0
865,Sergio Pérez,26,1.0
866,Sergio Pérez,27,10.0
867,Sergio Pérez,28,0.0
868,Sergio Pérez,29,0.0
869,Adrian Sutil,31,0.0
870,Esteban Gutiérrez,22,0.0
871,Esteban Gutiérrez,24,0.0
872,Max Chilton,23,0.0
873,Jules Bianchi,24,0.0
874,Romain Grosjean,28,0.0
875,Romain Grosjean,29,1.0
876,Romain Grosjean,30,0.0
877,Romain Grosjean,31,1.0
878,Romain Grosjean,32,0.0
879,Romain Grosjean,33,0.0
880,Pastor Maldonado,29,0.0
881,Pastor Maldonado,30,6.0
882,Marcus Ericsson,23,0.0
883,Marcus Ericsson,24,0.0
884,Marcus Ericsson,25,0.0
885,Marcus Ericsson,26,0.0
886,Marcus Ericsson,27,0.0
887,Sebastian Vettel,26,15.0
888,Sebastian Vettel,27,10.0
889,Sebastian Vettel,28,18.0
890,Sebastian Vettel,29,12.0
891,Sebastian Vettel,30,25.0
892,Sebastian Vettel,31,18.0
893,Lewis Hamilton,29,0.0
894,Lewis Hamilton,30,25.0
895,Lewis Hamilton,31,25.0
896,Lewis Hamilton,32,25.0
897,Lewis Hamilton,33,10.0
898,Lewis Hamilton,34,25.0
899,Felipe Massa,33,0.0
900,Felipe Massa,34,8.0
901,Felipe Massa,35,0.0
902,Felipe Massa,36,0.0
903,Kamui Kobayashi,27,0.0
904,Daniel Ricciardo,24,25.0
905,Daniel Ricciardo,25,0.0
906,Daniel Ricciardo,26,6.0
907,Daniel Ricciardo,27,15.0
908,Daniel Ricciardo,28,12.0
909,Daniel Ricciardo,29,8.0
910,Will Stevens,23,0.0
911,Felipe Nasr,22,0.0
912,Felipe Nasr,23,0.0
913,Carlos Sainz,20,0.0
914,Carlos Sainz,21,2.0
915,Carlos Sainz,22,0.0
916,Carlos Sainz,23,4.0
917,Carlos Sainz,24,0.0
918,Max Verstappen,17,0.0
919,Max Verstappen,18,12.0
920,Max Verstappen,19,0.0
921,Max Verstappen,20,15.0
922,Max Verstappen,21,10.0
923,Roberto Merhi,24,0.0
924,Jolyon Palmer,25,0.0
925,Jolyon Palmer,26,0.0
926,Pascal Wehrlein,21,0.0
927,Pascal Wehrlein,22,0.0
928,Rio Haryanto,23,0.0
929,Stoffel Vandoorne,25,0.0
930,Stoffel Vandoorne,26,0.0
931,Esteban Ocon,20,8.0
932,Esteban Ocon,21,2.0
933,Antonio Giovinazzi,25,0.0
934,Lance Stroll,18,2.0
935,Lance Stroll,19,0.0
936,Lance Stroll,20,2.0
937,Pierre Gasly,22,0.0
938,Pierre Gasly,23,4.0
939,Brendon Hartley,28,0.0
940,Charles Leclerc,20,1.0
941,Charles Leclerc,21,15.0
942,Sergey Sirotkin,22,0.0
943,Lando Norris,19,0.0
944,Alexander Albon,23,0.0
945,George Russell,21,0.0
946,Robert Kubica,34,0.0
947,Nico Rosberg,29,25.0
948,Nico Rosberg,30,25.0
949,Nico Rosberg,31,12.0
950,Kevin Magnussen,21,6.0
951,Kevin Magnussen,23,0.0
952,Kevin Magnussen,24,0.0
953,Kevin Magnussen,25,10.0
954,Kevin Magnussen,26,0.0
955,Kevin Magnussen,27,0.0
956,Kevin Magnussen,27,0.0
957,Jenson Button,34,0.0
958,Jenson Button,35,0.0
959,Jenson Button,36,8.0
960,Fernando Alonso,32,10.0
961,Fernando Alonso,33,0.0
962,Fernando Alonso,34,0.0
963,Fernando Alonso,35,0.0
964,Fernando Alonso,36,4.0
965,Fernando Alonso,39,2.0
966,Fernando Alonso,39,1.0
967,Valtteri Bottas,24,15.0
968,Valtteri Bottas,25,10.0
969,Valtteri Bottas,26,2.0
970,Valtteri Bottas,27,25.0
971,Valtteri Bottas,28,0.0
972,Valtteri Bottas,29,15.0
973,Valtteri Bottas,30,25.0
974,Valtteri Bottas,30,18.0
975,Valtteri Bottas,31,15.0
976,Valtteri Bottas,31,18.0
977,Nico Hülkenberg,26,2.0
978,Nico Hülkenberg,27,8.0
979,Nico Hülkenberg,28,0.0
980,Nico Hülkenberg,29,0.0
981,Nico Hülkenberg,30,0.0
982,Nico Hülkenberg,31,0.0
983,Kimi Räikkönen,34,1.0
984,Kimi Räikkönen,35,0.0
985,Kimi Räikkönen,36,15.0
986,Kimi Räikkönen,37,10.0
987,Kimi Räikkönen,38,18.0
988,Kimi Räikkönen,39,2.0
989,Kimi Räikkönen,40,0.0
990,Kimi Räikkönen,40,0.0
991,Kimi Räikkönen,41,0.0
992,Kimi Räikkönen,41,0.0
993,Jean-Éric Vergne,24,0.0
994,Daniil Kvyat,20,0.0
995,Daniil Kvyat,21,0.0
996,Daniil Kvyat,22,0.0
997,Daniil Kvyat,23,0.0
998,Daniil Kvyat,25,0.0
999,Daniil Kvyat,26,0.0
1000,Daniil Kvyat,26,1.0
1001,Sergio Pérez,24,8.0
1002,Sergio Pérez,25,2.0
1003,Sergio Pérez,26,0.0
1004,Sergio Pérez,27,6.0
1005,Sergio Pérez,28,6.0
1006,Sergio Pérez,29,0.0
1007,Sergio Pérez,30,8.0
1008,Sergio Pérez,30,8.0
1009,Sergio Pérez,31,12.0
1010,Sergio Pérez,31,8.0
1011,Adrian Sutil,31,0.0
1012,Esteban Gutiérrez,22,0.0
1013,Esteban Gutiérrez,24,0.0
1014,Max Chilton,23,0.0
1015,Jules Bianchi,24,0.0
1016,Romain Grosjean,28,0.0
1017,Romain Grosjean,29,0.0
1018,Romain Grosjean,30,6.0
1019,Romain Grosjean,31,8.0
1020,Romain Grosjean,32,12.0
1021,Romain Grosjean,33,0.0
1022,Romain Grosjean,34,0.0
1023,Romain Grosjean,34,0.0
1024,Pastor Maldonado,29,0.0
1025,Pastor Maldonado,30,6.0
1026,Marcus Ericsson,23,0.0
1027,Marcus Ericsson,24,0.0
1028,Marcus Ericsson,25,0.0
1029,Marcus Ericsson,26,0.0
1030,Marcus Ericsson,27,1.0
1031,Sebastian Vettel,26,0.0
1032,Sebastian Vettel,27,12.0
1033,Sebastian Vettel,29,0.0
1034,Sebastian Vettel,30,18.0
1035,Sebastian Vettel,31,15.0
1036,Sebastian Vettel,32,12.0
1037,Sebastian Vettel,33,1.0
1038,Sebastian Vettel,33,0.0
1039,Sebastian Vettel,34,0.0
1040,Sebastian Vettel,34,0.0
1041,Lewis Hamilton,29,18.0
1042,Lewis Hamilton,30,18.0
1043,Lewis Hamilton,31,25.0
1044,Lewis Hamilton,32,12.0
1045,Lewis Hamilton,33,0.0
1046,Lewis Hamilton,34,10.0
1047,Lewis Hamilton,35,12.0
1048,Lewis Hamilton,35,25.0
1049,Lewis Hamilton,36,19.0
1050,Lewis Hamilton,36,12.0
1051,Felipe Massa,33,12.0
1052,Felipe Massa,34,15.0
1053,Felipe Massa,35,0.0
1054,Felipe Massa,36,2.0
1055,Kamui Kobayashi,27,0.0
1056,Daniel Ricciardo,24,4.0
1057,Daniel Ricciardo,25,1.0
1058,Daniel Ricciardo,27,10.0
1059,Daniel Ricciardo,28,15.0
1060,Daniel Ricciardo,29,0.0
1061,Daniel Ricciardo,30,0.0
1062,Daniel Ricciardo,31,0.0
1063,Daniel Ricciardo,31,4.0
1064,Daniel Ricciardo,32,0.0
1065,Daniel Ricciardo,32,6.0
1066,Will Stevens,23,0.0
1067,Felipe Nasr,22,0.0
1068,Felipe Nasr,23,0.0
1069,Carlos Sainz,20,0.0
1070,Carlos Sainz,21,4.0
1071,Carlos Sainz,22,0.0
1072,Carlos Sainz,23,0.0
1073,Carlos Sainz,24,4.0
1074,Carlos Sainz,25,10.0
1075,Carlos Sainz,25,3.0
1076,Carlos Sainz,26,8.0
1077,Carlos Sainz,26,10.0
1078,Max Verstappen,17,4.0
1079,Max Verstappen,18,18.0
1080,Max Verstappen,19,0.0
1081,Max Verstappen,20,25.0
1082,Max Verstappen,21,26.0
1083,Max Verstappen,22,0.0
1084,Max Verstappen,22,15.0
1085,Max Verstappen,23,25.0
1086,Max Verstappen,23,26.0
1087,Roberto Merhi,24,0.0
1088,Jolyon Palmer,25,0.0
1089,Jolyon Palmer,26,0.0
1090,Pascal Wehrlein,21,1.0
1091,Pascal Wehrlein,22,0.0
1092,Rio Haryanto,23,0.0
1093,Stoffel Vandoorne,25,0.0
1094,Stoffel Vandoorne,26,0.0
1095,Esteban Ocon,20,4.0
1096,Esteban Ocon,21,8.0
1097,Esteban Ocon,23,4.0
1098,Esteban Ocon,23,0.0
1099,Esteban Ocon,24,0.0
1100,Esteban Ocon,24,0.0
1101,Antonio Giovinazzi,25,1.0
1102,Antonio Giovinazzi,26,2.0
1103,Antonio Giovinazzi,26,0.0
1104,Antonio Giovinazzi,27,0.0
1105,Antonio Giovinazzi,27,0.0
1106,Lance Stroll,18,1.0
1107,Lance Stroll,19,0.0
1108,Lance Stroll,20,0.0
1109,Lance Stroll,21,0.0
1110,Lance Stroll,21,6.0
1111,Lance Stroll,22,4.0
1112,Lance Stroll,22,0.0
1113,Pierre Gasly,22,0.0
1114,Pierre Gasly,23,6.0
1115,Pierre Gasly,24,6.0
1116,Pierre Gasly,24,0.0
1117,Pierre Gasly,25,0.0
1118,Pierre Gasly,25,2.0
1119,Brendon Hartley,28,0.0
1120,Charles Leclerc,20,2.0
1121,Charles Leclerc,21,18.0
1122,Charles Leclerc,22,18.0
1123,Charles Leclerc,22,0.0
1124,Charles Leclerc,23,6.0
1125,Charles Leclerc,23,4.0
1126,Sergey Sirotkin,22,0.0
1127,Lando Norris,19,8.0
1128,Lando Norris,20,16.0
1129,Lando Norris,20,10.0
1130,Lando Norris,21,10.0
1131,Lando Norris,21,15.0
1132,Alexander Albon,23,0.0
1133,Alexander Albon,24,0.0
1134,Alexander Albon,24,12.0
1135,George Russell,21,0.0
1136,George Russell,22,0.0
1137,George Russell,22,0.0
1138,George Russell,23,0.0
1139,George Russell,23,0.0
1140,Robert Kubica,34,0.0
1141,Nicholas Latifi,25,0.0
1142,Nicholas Latifi,25,0.0
1143,Nicholas Latifi,26,0.0
1144,Nicholas Latifi,26,0.0
1145,Yuki Tsunoda,21,1.0
1146,Yuki Tsunoda,21,0.0
1147,Mick Schumacher,22,0.0
1148,Mick Schumacher,22,0.0
1149,Nikita Mazepin,22,0.0
1150,Nikita Mazepin,22,0.0
1151,Nico Rosberg,29,0.0
1152,Nico Rosberg,30,18.0
1153,Nico Rosberg,31,15.0
1154,Kevin Magnussen,21,6.0
1155,Kevin Magnussen,23,0.0
1156,Kevin Magnussen,24,0.0
1157,Kevin Magnussen,25,2.0
1158,Kevin Magnussen,26,0.0
1159,Kevin Magnussen,27,0.0
1160,Kevin Magnussen,27,0.0
1161,Jenson Button,34,12.0
1162,Jenson Button,35,0.0
1163,Jenson Button,36,0.0
1164,Fernando Alonso,32,8.0
1165,Fernando Alonso,33,1.0
1166,Fernando Alonso,34,0.0
1167,Fernando Alonso,35,0.0
1168,Fernando Alonso,36,4.0
1169,Fernando Alonso,39,6.0
1170,Valtteri Bottas,24,18.0
1171,Valtteri Bottas,25,10.0
1172,Valtteri Bottas,26,0.0
1173,Valtteri Bottas,27,18.0
1174,Valtteri Bottas,28,12.0
1175,Valtteri Bottas,29,18.0
1176,Valtteri Bottas,30,0.0
1177,Valtteri Bottas,30,15.0
1178,Valtteri Bottas,31,16.0
1179,Nico Hülkenberg,26,4.0
1180,Nico Hülkenberg,27,6.0
1181,Nico Hülkenberg,28,6.0
1182,Nico Hülkenberg,29,8.0
1183,Nico Hülkenberg,30,8.0
1184,Nico Hülkenberg,31,1.0
1185,Nico Hülkenberg,32,0.0
1186,Nico Hülkenberg,32,6.0
1187,Kimi Räikkönen,34,0.0
1188,Kimi Räikkönen,35,4.0
1189,Kimi Räikkönen,36,10.0
1190,Kimi Räikkönen,37,15.0
1191,Kimi Räikkönen,38,15.0
1192,Kimi Räikkönen,39,4.0
1193,Kimi Räikkönen,40,0.0
1194,Kimi Räikkönen,40,0.0
1195,Kimi Räikkönen,41,0.0
1196,Jean-Éric Vergne,24,1.0
1197,Daniil Kvyat,20,2.0
1198,Daniil Kvyat,21,8.0
1199,Daniil Kvyat,22,1.0
1200,Daniil Kvyat,23,0.0
1201,Daniil Kvyat,25,2.0
1202,Daniil Kvyat,26,0.0
1203,Daniil Kvyat,26,1.0
1204,Sergio Pérez,24,0.0
1205,Sergio Pérez,25,2.0
1206,Sergio Pérez,26,8.0
1207,Sergio Pérez,27,2.0
1208,Sergio Pérez,28,1.0
1209,Sergio Pérez,29,0.0
1210,Sergio Pérez,31,0.0
1211,Adrian Sutil,31,0.0
1212,Esteban Gutiérrez,22,0.0
1213,Esteban Gutiérrez,24,0.0
1214,Max Chilton,23,0.0
1215,Jules Bianchi,24,0.0
1216,Romain Grosjean,28,0.0
1217,Romain Grosjean,29,0.0
1218,Romain Grosjean,30,0.0
1219,Romain Grosjean,31,0.0
1220,Romain Grosjean,32,0.0
1221,Romain Grosjean,33,0.0
1222,Romain Grosjean,34,0.0
1223,Romain Grosjean,34,0.0
1224,Pastor Maldonado,29,0.0
1225,Pastor Maldonado,30,0.0
1226,Marcus Ericsson,23,0.0
1227,Marcus Ericsson,24,0.0
1228,Marcus Ericsson,25,0.0
1229,Marcus Ericsson,26,0.0
1230,Marcus Ericsson,27,0.0
1231,Sebastian Vettel,27,10.0
1232,Sebastian Vettel,28,15.0
1233,Sebastian Vettel,29,2.0
1234,Sebastian Vettel,30,6.0
1235,Sebastian Vettel,31,25.0
1236,Sebastian Vettel,32,0.0
1237,Sebastian Vettel,33,1.0
1238,Sebastian Vettel,33,0.0
1239,Sebastian Vettel,34,0.0
1240,Lewis Hamilton,29,25.0
1241,Lewis Hamilton,30,25.0
1242,Lewis Hamilton,31,25.0
1243,Lewis Hamilton,32,25.0
1244,Lewis Hamilton,33,18.0
1245,Lewis Hamilton,34,26.0
1246,Lewis Hamilton,35,25.0
1247,Lewis Hamilton,35,19.0
1248,Lewis Hamilton,36,27.0
1249,Felipe Massa,33,0.0
1250,Felipe Massa,34,12.0
1251,Felipe Massa,35,0.0
1252,Felipe Massa,36,1.0
1253,Kamui Kobayashi,27,0.0
1254,Daniel Ricciardo,25,15.0
1255,Daniel Ricciardo,26,0.0
1256,Daniel Ricciardo,27,12.0
1257,Daniel Ricciardo,28,10.0
1258,Daniel Ricciardo,29,10.0
1259,Daniel Ricciardo,30,6.0
1260,Daniel Ricciardo,31,12.0
1261,Daniel Ricciardo,31,0.0
1262,Daniel Ricciardo,32,10.0
1263,Will Stevens,24,0.0
1264,Felipe Nasr,22,0.0
1265,Felipe Nasr,23,0.0
1266,Carlos Sainz,20,0.0
1267,Carlos Sainz,21,4.0
1268,Carlos Sainz,22,0.0
1269,Carlos Sainz,23,0.0
1270,Carlos Sainz,24,8.0
1271,Carlos Sainz,25,0.0
1272,Carlos Sainz,25,0.0
1273,Carlos Sainz,26,8.0
1274,Max Verstappen,17,0.0
1275,Max Verstappen,18,18.0
1276,Max Verstappen,19,12.0
1277,Max Verstappen,20,0.0
1278,Max Verstappen,21,10.0
1279,Max Verstappen,22,19.0
1280,Max Verstappen,22,25.0
1281,Max Verstappen,23,3.0
1282,Roberto Merhi,24,0.0
1283,Jolyon Palmer,25,0.0
1284,Jolyon Palmer,26,0.0
1285,Pascal Wehrlein,21,0.0
1286,Pascal Wehrlein,22,0.0
1287,Rio Haryanto,23,0.0
1288,Stoffel Vandoorne,25,0.0
1289,Stoffel Vandoorne,26,0.0
1290,Esteban Ocon,20,4.0
1291,Esteban Ocon,21,6.0
1292,Esteban Ocon,23,8.0
1293,Esteban Ocon,23,4.0
1294,Esteban Ocon,24,2.0
1295,Antonio Giovinazzi,25,0.0
1296,Antonio Giovinazzi,26,0.0
1297,Antonio Giovinazzi,26,0.0
1298,Antonio Giovinazzi,27,0.0
1299,Lance Stroll,18,0.0
1300,Lance Stroll,19,0.0
1301,Lance Stroll,20,0.0
1302,Lance Stroll,21,2.0
1303,Lance Stroll,21,8.0
1304,Lance Stroll,22,4.0
1305,Pierre Gasly,22,0.0
1306,Pierre Gasly,23,12.0
1307,Pierre Gasly,24,6.0
1308,Pierre Gasly,24,0.0
1309,Pierre Gasly,25,0.0
1310,Brendon Hartley,28,0.0
1311,Charles Leclerc,20,0.0
1312,Charles Leclerc,21,15.0
1313,Charles Leclerc,22,15.0
1314,Charles Leclerc,22,12.0
1315,Charles Leclerc,23,18.0
1316,Sergey Sirotkin,22,0.0
1317,Lando Norris,19,0.0
1318,Lando Norris,20,10.0
1319,Lando Norris,20,2.0
1320,Lando Norris,21,12.0
1321,Alexander Albon,23,0.0
1322,Alexander Albon,24,4.0
1323,Alexander Albon,24,10.0
1324,George Russell,21,0.0
1325,George Russell,22,0.0
1326,George Russell,22,0.0
1327,George Russell,23,0.0
1328,Robert Kubica,34,0.0
1329,Nicholas Latifi,25,0.0
1330,Nicholas Latifi,25,0.0
1331,Nicholas Latifi,26,0.0
1332,Yuki Tsunoda,21,1.0
1333,Mick Schumacher,22,0.0
1334,Nikita Mazepin,22,0.0
1335,Nico Rosberg,29,25.0
1336,Nico Rosberg,31,12.0
1337,Kevin Magnussen,21,2.0
1338,Kevin Magnussen,23,0.0
1339,Kevin Magnussen,25,0.0
1340,Kevin Magnussen,26,4.0
1341,Jenson Button,34,4.0
1342,Jenson Button,36,4.0
1343,Fernando Alonso,32,10.0
1344,Fernando Alonso,35,0.0
1345,Fernando Alonso,37,0.0
1346,Valtteri Bottas,24,18.0
1347,Valtteri Bottas,26,2.0
1348,Valtteri Bottas,28,18.0
1349,Valtteri Bottas,29,0.0
1350,Nico Hülkenberg,26,6.0
1351,Nico Hülkenberg,28,6.0
1352,Nico Hülkenberg,30,10.0
1353,Nico Hülkenberg,31,0.0
1354,Kimi Räikkönen,34,0.0
1355,Kimi Räikkönen,36,8.0
1356,Kimi Räikkönen,38,15.0
1357,Kimi Räikkönen,39,0.0
1358,Jean-Éric Vergne,24,0.0
1359,Daniil Kvyat,20,0.0
1360,Daniil Kvyat,22,0.0
1361,Daniil Kvyat,25,15.0
1362,Sergio Pérez,24,1.0
1363,Sergio Pérez,26,1.0
1364,Sergio Pérez,28,6.0
1365,Sergio Pérez,29,0.0
1366,Adrian Sutil,31,0.0
1367,Esteban Gutiérrez,22,0.0
1368,Esteban Gutiérrez,25,0.0
1369,Max Chilton,23,0.0
1370,Jules Bianchi,24,0.0
1371,Romain Grosjean,28,0.0
1372,Romain Grosjean,30,0.0
1373,Romain Grosjean,32,8.0
1374,Romain Grosjean,33,6.0
1375,Pastor Maldonado,29,0.0
1376,Marcus Ericsson,23,0.0
1377,Marcus Ericsson,25,0.0
1378,Marcus Ericsson,27,2.0
1379,Sebastian Vettel,27,12.0
1380,Sebastian Vettel,29,10.0
1381,Sebastian Vettel,31,0.0
1382,Sebastian Vettel,32,18.0
1383,Lewis Hamilton,29,15.0
1384,Lewis Hamilton,31,25.0
1385,Lewis Hamilton,33,25.0
1386,Lewis Hamilton,34,2.0
1387,Felipe Massa,33,0.0
1388,Felipe Massa,35,0.0
1389,Kamui Kobayashi,27,0.0
1390,Daniel Ricciardo,25,8.0
1391,Daniel Ricciardo,27,18.0
1392,Daniel Ricciardo,29,0.0
1393,Daniel Ricciardo,30,0.0
1394,Felipe Nasr,23,0.0
1395,Carlos Sainz,21,0.0
1396,Carlos Sainz,23,0.0
1397,Carlos Sainz,24,10.0
1398,Max Verstappen,18,15.0
1399,Max Verstappen,20,12.0
1400,Max Verstappen,21,26.0
1401,Jolyon Palmer,25,0.0
1402,Pascal Wehrlein,21,0.0
1403,Rio Haryanto,23,0.0
1404,Stoffel Vandoorne,26,0.0
1405,Esteban Ocon,21,4.0
1406,Antonio Giovinazzi,25,0.0
1407,Lance Stroll,19,0.0
1408,Lance Stroll,20,12.0
1409,Pierre Gasly,22,0.0
1410,Pierre Gasly,23,0.0
1411,Brendon Hartley,28,1.0
1412,Charles Leclerc,20,0.0
1413,Charles Leclerc,21,0.0
1414,Sergey Sirotkin,22,0.0
1415,Lando Norris,19,0.0
1416,Alexander Albon,23,8.0
1417,George Russell,21,0.0
1418,Robert Kubica,34,1.0
1419,Nico Rosberg,29,12.0
1420,Nico Rosberg,30,4.0
1421,Nico Rosberg,31,18.0
1422,Kevin Magnussen,21,0.0
1423,Kevin Magnussen,23,0.0
1424,Kevin Magnussen,24,0.0
1425,Kevin Magnussen,25,6.0
1426,Kevin Magnussen,26,0.0
1427,Kevin Magnussen,27,1.0
1428,Jenson Button,34,1.0
1429,Jenson Button,35,2.0
1430,Jenson Button,36,0.0
1431,Fernando Alonso,33,18.0
1432,Fernando Alonso,34,10.0
1433,Fernando Alonso,35,6.0
1434,Fernando Alonso,36,8.0
1435,Fernando Alonso,37,4.0
1436,Valtteri Bottas,24,4.0
1437,Valtteri Bottas,25,0.0
1438,Valtteri Bottas,26,2.0
1439,Valtteri Bottas,27,15.0
1440,Valtteri Bottas,28,10.0
1441,Valtteri Bottas,29,4.0
1442,Valtteri Bottas,30,15.0
1443,Nico Hülkenberg,26,0.0
1444,Nico Hülkenberg,27,0.0
1445,Nico Hülkenberg,28,1.0
1446,Nico Hülkenberg,29,0.0
1447,Nico Hülkenberg,30,0.0
1448,Nico Hülkenberg,31,0.0
1449,Kimi Räikkönen,34,8.0
1450,Kimi Räikkönen,35,0.0
1451,Kimi Räikkönen,36,8.0
1452,Kimi Räikkönen,37,18.0
1453,Kimi Räikkönen,38,15.0
1454,Kimi Räikkönen,39,6.0
1455,Kimi Räikkönen,40,0.0
1456,Jean-Éric Vergne,24,2.0
1457,Daniil Kvyat,20,0.0
1458,Daniil Kvyat,21,18.0
1459,Daniil Kvyat,22,0.0
1460,Daniil Kvyat,23,0.0
1461,Daniil Kvyat,25,0.0
1462,Daniil Kvyat,26,0.0
1463,Sergio Pérez,24,0.0
1464,Sergio Pérez,25,0.0
1465,Sergio Pérez,26,0.0
1466,Sergio Pérez,27,4.0
1467,Sergio Pérez,28,0.0
1468,Sergio Pérez,29,0.0
1469,Sergio Pérez,30,6.0
1470,Adrian Sutil,31,0.0
1471,Esteban Gutiérrez,22,0.0
1472,Esteban Gutiérrez,24,0.0
1473,Max Chilton,23,0.0
1474,Jules Bianchi,24,0.0
1475,Romain Grosjean,28,0.0
1476,Romain Grosjean,29,6.0
1477,Romain Grosjean,30,0.0
1478,Romain Grosjean,31,0.0
1479,Romain Grosjean,32,1.0
1480,Romain Grosjean,33,0.0
1481,Romain Grosjean,34,0.0
1482,Pastor Maldonado,29,0.0
1483,Pastor Maldonado,30,0.0
1484,Marcus Ericsson,23,0.0
1485,Marcus Ericsson,24,1.0
1486,Marcus Ericsson,25,0.0
1487,Marcus Ericsson,26,0.0
1488,Marcus Ericsson,27,0.0
1489,Sebastian Vettel,27,6.0
1490,Sebastian Vettel,28,25.0
1491,Sebastian Vettel,29,12.0
1492,Sebastian Vettel,30,25.0
1493,Sebastian Vettel,31,18.0
1494,Sebastian Vettel,32,15.0
1495,Sebastian Vettel,33,8.0
1496,Lewis Hamilton,29,15.0
1497,Lewis Hamilton,30,8.0
1498,Lewis Hamilton,31,25.0
1499,Lewis Hamilton,32,12.0
1500,Lewis Hamilton,33,25.0
1501,Lewis Hamilton,34,25.0
1502,Lewis Hamilton,35,26.0
1503,Felipe Massa,33,10.0
1504,Felipe Massa,34,0.0
1505,Felipe Massa,35,0.0
1506,Kamui Kobayashi,27,0.0
1507,Daniel Ricciardo,25,25.0
1508,Daniel Ricciardo,26,15.0
1509,Daniel Ricciardo,27,15.0
1510,Daniel Ricciardo,28,0.0
1511,Daniel Ricciardo,29,12.0
1512,Daniel Ricciardo,30,0.0
1513,Daniel Ricciardo,31,4.0
1514,Will Stevens,24,0.0
1515,Felipe Nasr,22,0.0
1516,Felipe Nasr,23,0.0
1517,Carlos Sainz,20,0.0
1518,Carlos Sainz,21,4.0
1519,Carlos Sainz,22,6.0
1520,Carlos Sainz,23,2.0
1521,Carlos Sainz,24,10.0
1522,Carlos Sainz,25,2.0
1523,Max Verstappen,17,12.0
1524,Max Verstappen,18,10.0
1525,Max Verstappen,19,10.0
1526,Max Verstappen,20,0.0
1527,Max Verstappen,21,19.0
1528,Max Verstappen,22,18.0
1529,Roberto Merhi,24,0.0
1530,Jolyon Palmer,25,0.0
1531,Jolyon Palmer,26,0.0
1532,Pascal Wehrlein,21,0.0
1533,Pascal Wehrlein,22,0.0
1534,Rio Haryanto,23,0.0
1535,Stoffel Vandoorne,25,1.0
1536,Stoffel Vandoorne,26,0.0
1537,Esteban Ocon,20,2.0
1538,Esteban Ocon,21,0.0
1539,Esteban Ocon,23,0.0
1540,Antonio Giovinazzi,25,0.0
1541,Antonio Giovinazzi,26,0.0
1542,Lance Stroll,18,0.0
1543,Lance Stroll,19,0.0
1544,Lance Stroll,20,0.0
1545,Lance Stroll,21,12.0
1546,Paul di Resta,31,0.0
1547,Pierre Gasly,22,8.0
1548,Pierre Gasly,23,8.0
1549,Pierre Gasly,24,0.0
1550,Brendon Hartley,28,0.0
1551,Charles Leclerc,20,0.0
1552,Charles Leclerc,21,12.0
1553,Charles Leclerc,22,0.0
1554,Sergey Sirotkin,22,0.0
1555,Lando Norris,19,2.0
1556,Lando Norris,20,0.0
1557,Alexander Albon,23,1.0
1558,Alexander Albon,24,10.0
1559,George Russell,21,0.0
1560,George Russell,22,0.0
1561,Robert Kubica,34,0.0
1562,Nicholas Latifi,25,0.0
1564,Nico Rosberg,29,18.0
1565,Nico Rosberg,30,18.0
1566,Nico Rosberg,31,25.0
