,season,name,fault
2368,2016,Romain Grosjean,0
2369,2017,Romain Grosjean,1
2370,2018,Romain Grosjean,1
2371,2019,Romain Grosjean,1
2372,2014,Pastor Maldonado,1
2373,2015,Pastor Maldonado,1
2374,2015,Marcus Ericsson,1
2375,2016,Marcus Ericsson,0
2376,2017,Marcus Ericsson,1
2377,2018,Marcus Ericsson,0
2378,2014,Sebastian Vettel,1
2379,2015,Sebastian Vettel,1
2380,2016,Sebastian Vettel,1
2381,2017,Sebastian Vettel,1
2382,2018,Sebastian Vettel,1
2383,2019,Sebastian Vettel,0
2384,2014,Lewis Hamilton,1
2385,2015,Lewis Hamilton,1
2386,2016,Lewis Hamilton,1
2387,2017,Lewis Hamilton,1
2388,2018,Lewis Hamilton,1
2389,2019,Lewis Hamilton,1
2390,2014,Felipe Massa,1
2391,2015,Felipe Massa,0
2392,2016,Felipe Massa,0
2393,2017,Felipe Massa,1
2395,2015,Daniel Ricciardo,1
2396,2016,Daniel Ricciardo,1
2397,2017,Daniel Ricciardo,1
2398,2018,Daniel Ricciardo,1
2399,2019,Daniel Ricciardo,1
2400,2015,Will Stevens,1
2402,2015,Felipe Nasr,1
2403,2016,Felipe Nasr,1
2404,2015,Carlos Sainz,0
2405,2016,Carlos Sainz,1
2406,2017,Carlos Sainz,1
2407,2018,Carlos Sainz,1
2408,2019,Carlos Sainz,1
2409,2015,Max Verstappen,1
2410,2016,Max Verstappen,1
2411,2017,Max Verstappen,1
2412,2018,Max Verstappen,1
2413,2019,Max Verstappen,1
2414,2015,Alexander Rossi,1
2416,2016,Jolyon Palmer,0
2417,2016,Pascal Wehrlein,1
2418,2017,Pascal Wehrlein,1
2419,2017,Stoffel Vandoorne,0
2420,2018,Stoffel Vandoorne,1
2421,2016,Esteban Ocon,1
2422,2017,Esteban Ocon,0
2423,2018,Esteban Ocon,1
2424,2019,Antonio Giovinazzi,1
2425,2017,Lance Stroll,1
2426,2018,Lance Stroll,1
2428,2017,Pierre Gasly,1
2429,2018,Pierre Gasly,1
2430,2019,Pierre Gasly,1
2432,2018,Brendon Hartley,1
2433,2018,Charles Leclerc,1
2434,2019,Charles Leclerc,0
2435,2018,Sergey Sirotkin,1
2436,2019,Lando Norris,1
2437,2019,Alexander Albon,1
2438,2019,George Russell,1
2439,2019,Robert Kubica,1
2441,2014,Nico Rosberg,1
2442,2015,Nico Rosberg,1
2443,2016,Nico Rosberg,1
2444,2014,Kevin Magnussen,1
2446,2017,Kevin Magnussen,1
2447,2018,Kevin Magnussen,1
2448,2019,Kevin Magnussen,1
2449,2020,Kevin Magnussen,1
2450,2014,Jenson Button,1
2451,2015,Jenson Button,1
2453,2014,Fernando Alonso,1
2454,2015,Fernando Alonso,1
2455,2016,Fernando Alonso,1
2456,2017,Fernando Alonso,1
2457,2018,Fernando Alonso,1
2458,2014,Valtteri Bottas,1
2459,2015,Valtteri Bottas,1
2461,2017,Valtteri Bottas,1
2462,2018,Valtteri Bottas,1
2463,2019,Valtteri Bottas,1
2464,2020,Valtteri Bottas,1
2465,2014,Nico Hülkenberg,1
2466,2015,Nico Hülkenberg,1
2467,2016,Nico Hülkenberg,1
2468,2017,Nico Hülkenberg,1
2469,2018,Nico Hülkenberg,0
2470,2019,Nico Hülkenberg,1
2471,2014,Kimi Räikkönen,1
2472,2015,Kimi Räikkönen,1
2473,2016,Kimi Räikkönen,1
2474,2017,Kimi Räikkönen,1
2476,2019,Kimi Räikkönen,1
2477,2020,Kimi Räikkönen,1
2478,2014,Jean-Éric Vergne,1
2480,2015,Daniil Kvyat,1
2482,2019,Daniil Kvyat,1
2483,2020,Daniil Kvyat,1
2484,2014,Sergio Pérez,1
2485,2015,Sergio Pérez,1
2486,2016,Sergio Pérez,1
2487,2017,Sergio Pérez,1
2488,2018,Sergio Pérez,1
2489,2019,Sergio Pérez,1
2491,2014,Adrian Sutil,1
2492,2014,Esteban Gutiérrez,1
2493,2016,Esteban Gutiérrez,1
2494,2014,Romain Grosjean,1
2495,2015,Romain Grosjean,1
2496,2016,Romain Grosjean,1
2497,2017,Romain Grosjean,1
2498,2018,Romain Grosjean,1
2499,2019,Romain Grosjean,1
2501,2015,Pastor Maldonado,0
2502,2015,Marcus Ericsson,1
2503,2016,Marcus Ericsson,1
2504,2017,Marcus Ericsson,1
2506,2014,Sebastian Vettel,1
2507,2015,Sebastian Vettel,1
2508,2016,Sebastian Vettel,1
2509,2017,Sebastian Vettel,1
2510,2018,Sebastian Vettel,1
2511,2019,Sebastian Vettel,1
2512,2020,Sebastian Vettel,1
2513,2014,Lewis Hamilton,1
2514,2015,Lewis Hamilton,1
2515,2016,Lewis Hamilton,1
2516,2017,Lewis Hamilton,1
2517,2018,Lewis Hamilton,1
2518,2019,Lewis Hamilton,1
2519,2020,Lewis Hamilton,1
2520,2014,Felipe Massa,1
2521,2015,Felipe Massa,1
2522,2016,Felipe Massa,1
2523,2017,Felipe Massa,1
2524,2014,Kamui Kobayashi,0
2525,2014,Daniel Ricciardo,1
2526,2015,Daniel Ricciardo,1
2527,2016,Daniel Ricciardo,1
2529,2018,Daniel Ricciardo,1
2530,2019,Daniel Ricciardo,1
2531,2020,Daniel Ricciardo,1
2532,2014,Will Stevens,1
2533,2015,Will Stevens,1
2534,2015,Felipe Nasr,1
2535,2016,Felipe Nasr,1
2536,2015,Carlos Sainz,1
2537,2016,Carlos Sainz,0
2539,2018,Carlos Sainz,1
2540,2019,Carlos Sainz,1
2541,2020,Carlos Sainz,1
2542,2015,Max Verstappen,1
2543,2016,Max Verstappen,1
2544,2017,Max Verstappen,1
2545,2018,Max Verstappen,1
2546,2019,Max Verstappen,1
2547,2020,Max Verstappen,1
2548,2015,Roberto Merhi,1
2549,2016,Jolyon Palmer,1
2550,2016,Pascal Wehrlein,1
2551,2017,Pascal Wehrlein,1
2552,2017,Stoffel Vandoorne,1
2553,2018,Stoffel Vandoorne,1
2554,2016,Esteban Ocon,1
2555,2017,Esteban Ocon,1
2557,2020,Esteban Ocon,1
2558,2019,Antonio Giovinazzi,1
2559,2020,Antonio Giovinazzi,1
2560,2017,Lance Stroll,1
2561,2018,Lance Stroll,1
2563,2020,Lance Stroll,1
2564,2017,Pierre Gasly,1
2566,2019,Pierre Gasly,1
2567,2020,Pierre Gasly,1
2568,2017,Brendon Hartley,1
2569,2018,Brendon Hartley,1
2570,2018,Charles Leclerc,1
2571,2019,Charles Leclerc,1
2572,2020,Charles Leclerc,1
2573,2018,Sergey Sirotkin,1
2574,2019,Lando Norris,1
2575,2020,Lando Norris,1
2576,2019,Alexander Albon,1
2577,2020,Alexander Albon,1
2578,2019,George Russell,1
2579,2020,George Russell,1
2580,2019,Robert Kubica,1
2581,2020,Nicholas Latifi,1
2582,2020,Pietro Fittipaldi,1
2584,2015,Nico Rosberg,1
2585,2016,Nico Rosberg,1
2586,2016,Kevin Magnussen,1
2587,2017,Kevin Magnussen,1
2588,2018,Kevin Magnussen,1
2589,2019,Kevin Magnussen,1
2590,2015,Jenson Button,1
2591,2016,Jenson Button,1
2592,2015,Fernando Alonso,0
2593,2016,Fernando Alonso,1
2594,2017,Fernando Alonso,1
2596,2015,Valtteri Bottas,1
2597,2016,Valtteri Bottas,1
2598,2017,Valtteri Bottas,1
2599,2018,Valtteri Bottas,1
2600,2019,Valtteri Bottas,1
2601,2015,Nico Hülkenberg,1
2602,2016,Nico Hülkenberg,1
2604,2018,Nico Hülkenberg,1
2605,2019,Nico Hülkenberg,1
2606,2015,Kimi Räikkönen,0
2607,2016,Kimi Räikkönen,1
2608,2017,Kimi Räikkönen,1
2609,2018,Kimi Räikkönen,1
2611,2015,Daniil Kvyat,1
2612,2016,Daniil Kvyat,1
2613,2019,Daniil Kvyat,1
2614,2015,Sergio Pérez,1
2615,2016,Sergio Pérez,1
2616,2017,Sergio Pérez,1
2618,2019,Sergio Pérez,1
2619,2016,Esteban Gutiérrez,1
2620,2015,Romain Grosjean,1
2621,2016,Romain Grosjean,1
2622,2017,Romain Grosjean,1
2623,2018,Romain Grosjean,1
2624,2019,Romain Grosjean,1
2625,2015,Pastor Maldonado,1
2626,2015,Marcus Ericsson,1
2627,2016,Marcus Ericsson,1
2629,2018,Marcus Ericsson,1
2630,2015,Sebastian Vettel,0
2631,2016,Sebastian Vettel,1
2632,2017,Sebastian Vettel,1
2633,2018,Sebastian Vettel,1
2634,2019,Sebastian Vettel,1
2635,2015,Lewis Hamilton,1
2636,2016,Lewis Hamilton,1
2637,2017,Lewis Hamilton,1
2638,2018,Lewis Hamilton,1
2639,2019,Lewis Hamilton,1
2640,2015,Felipe Massa,1
2641,2016,Felipe Massa,1
2642,2017,Felipe Massa,1
2643,2015,Daniel Ricciardo,1
2644,2016,Daniel Ricciardo,1
2647,2019,Daniel Ricciardo,1
2648,2015,Will Stevens,1
2651,2016,Felipe Nasr,1
2652,2015,Carlos Sainz,1
2653,2016,Carlos Sainz,1
2656,2019,Carlos Sainz,1
2657,2015,Max Verstappen,1
2658,2016,Max Verstappen,1
2659,2017,Max Verstappen,1
2660,2018,Max Verstappen,1
2661,2019,Max Verstappen,1
2662,2015,Alexander Rossi,1
2664,2016,Jolyon Palmer,1
2665,2016,Pascal Wehrlein,0
2666,2017,Pascal Wehrlein,1
2667,2017,Stoffel Vandoorne,1
2668,2018,Stoffel Vandoorne,1
2669,2016,Esteban Ocon,1
2670,2017,Esteban Ocon,1
2671,2018,Esteban Ocon,1
2672,2019,Antonio Giovinazzi,1
2673,2017,Lance Stroll,1
2674,2018,Lance Stroll,1
2675,2019,Lance Stroll,1
2676,2017,Pierre Gasly,1
2677,2018,Pierre Gasly,1
2678,2019,Pierre Gasly,1
2680,2018,Brendon Hartley,1
2681,2018,Charles Leclerc,1
2682,2019,Charles Leclerc,1
2683,2018,Sergey Sirotkin,1
2684,2019,Lando Norris,0
2685,2019,Alexander Albon,1
2686,2019,George Russell,1
2687,2019,Robert Kubica,1
2689,2016,Nico Rosberg,1
2690,2016,Kevin Magnussen,1
2691,2017,Kevin Magnussen,1
2692,2018,Kevin Magnussen,1
2693,2019,Kevin Magnussen,1
2694,2016,Jenson Button,1
2696,2017,Fernando Alonso,1
2697,2018,Fernando Alonso,1
2698,2021,Fernando Alonso,1
2699,2016,Valtteri Bottas,1
2700,2017,Valtteri Bottas,1
2701,2018,Valtteri Bottas,0
2702,2019,Valtteri Bottas,1
2703,2021,Valtteri Bottas,1
2704,2016,Nico Hülkenberg,1
2705,2017,Nico Hülkenberg,0
2706,2018,Nico Hülkenberg,0
2707,2019,Nico Hülkenberg,1
2708,2016,Kimi Räikkönen,1
2710,2018,Kimi Räikkönen,1
2711,2019,Kimi Räikkönen,1
2712,2021,Kimi Räikkönen,1
2715,2019,Daniil Kvyat,0
2716,2016,Sergio Pérez,1
2718,2018,Sergio Pérez,1
2719,2019,Sergio Pérez,1
2720,2021,Sergio Pérez,1
2721,2016,Esteban Gutiérrez,1
2722,2016,Romain Grosjean,1
2723,2017,Romain Grosjean,1
2724,2018,Romain Grosjean,0
2726,2016,Marcus Ericsson,1
2727,2017,Marcus Ericsson,1
2728,2018,Marcus Ericsson,1
2729,2016,Sebastian Vettel,1
2730,2017,Sebastian Vettel,1
2731,2018,Sebastian Vettel,1
2732,2019,Sebastian Vettel,1
2733,2021,Sebastian Vettel,1
2734,2016,Lewis Hamilton,1
2735,2017,Lewis Hamilton,1
2736,2018,Lewis Hamilton,1
2737,2019,Lewis Hamilton,1
2738,2021,Lewis Hamilton,1
2739,2016,Felipe Massa,1
2741,2016,Daniel Ricciardo,1
2742,2017,Daniel Ricciardo,1
2743,2018,Daniel Ricciardo,0
2744,2019,Daniel Ricciardo,0
2745,2021,Daniel Ricciardo,1
2746,2016,Felipe Nasr,1
2748,2017,Carlos Sainz,1
2749,2018,Carlos Sainz,1
2750,2019,Carlos Sainz,1
2751,2021,Carlos Sainz,1
2752,2016,Max Verstappen,1
2754,2018,Max Verstappen,0
2755,2019,Max Verstappen,1
2756,2021,Max Verstappen,0
2757,2016,Jolyon Palmer,1
2760,2017,Pascal Wehrlein,1
2761,2016,Rio Haryanto,1
2762,2017,Stoffel Vandoorne,1
2763,2018,Stoffel Vandoorne,1
2764,2017,Esteban Ocon,1
2765,2018,Esteban Ocon,0
2767,2019,Antonio Giovinazzi,1
2768,2021,Antonio Giovinazzi,1
2769,2017,Lance Stroll,1
2770,2018,Lance Stroll,1
2771,2019,Lance Stroll,1
2772,2021,Lance Stroll,0
2773,2018,Pierre Gasly,1
2775,2021,Pierre Gasly,1
2776,2018,Brendon Hartley,1
2777,2018,Charles Leclerc,1
2778,2019,Charles Leclerc,1
2779,2021,Charles Leclerc,1
2780,2018,Sergey Sirotkin,0
2781,2019,Lando Norris,1
2782,2021,Lando Norris,1
2783,2019,Alexander Albon,1
2784,2019,George Russell,1
2786,2019,Robert Kubica,1
2787,2021,Nicholas Latifi,1
2788,2021,Yuki Tsunoda,1
2789,2021,Mick Schumacher,1
2790,2021,Nikita Mazepin,1
2791,2018,Kevin Magnussen,1
2792,2019,Kevin Magnussen,1
2794,2021,Fernando Alonso,1
2795,2018,Valtteri Bottas,1
2796,2019,Valtteri Bottas,1
2797,2021,Valtteri Bottas,1
2798,2018,Nico Hülkenberg,1
2799,2019,Nico Hülkenberg,1
2800,2018,Kimi Räikkönen,1
2801,2019,Kimi Räikkönen,1
2802,2021,Kimi Räikkönen,1
2803,2019,Daniil Kvyat,1
2805,2019,Sergio Pérez,1
2806,2021,Sergio Pérez,1
2807,2018,Romain Grosjean,1
2808,2019,Romain Grosjean,0
2809,2018,Marcus Ericsson,1
2810,2018,Sebastian Vettel,1
2811,2019,Sebastian Vettel,1
2812,2021,Sebastian Vettel,1
2813,2018,Lewis Hamilton,1
2814,2019,Lewis Hamilton,1
2815,2021,Lewis Hamilton,1
2816,2018,Daniel Ricciardo,1
2817,2019,Daniel Ricciardo,1
2818,2021,Daniel Ricciardo,1
2819,2018,Carlos Sainz,1
2820,2019,Carlos Sainz,1
2821,2021,Carlos Sainz,1
2822,2018,Max Verstappen,1
2823,2019,Max Verstappen,1
2824,2021,Max Verstappen,1
2825,2018,Stoffel Vandoorne,1
2826,2018,Esteban Ocon,0
2827,2021,Esteban Ocon,1
2828,2019,Antonio Giovinazzi,1
2829,2021,Antonio Giovinazzi,1
2830,2018,Lance Stroll,0
2831,2019,Lance Stroll,1
2832,2021,Lance Stroll,1
2833,2018,Pierre Gasly,0
2834,2019,Pierre Gasly,1
2835,2021,Pierre Gasly,1
2836,2018,Brendon Hartley,1
2837,2018,Charles Leclerc,1
2838,2019,Charles Leclerc,1
2839,2021,Charles Leclerc,1
2840,2018,Sergey Sirotkin,1
2841,2019,Lando Norris,1
2842,2021,Lando Norris,1
2843,2019,Alexander Albon,1
2844,2019,George Russell,1
2845,2021,George Russell,1
2846,2019,Robert Kubica,1
2847,2021,Nicholas Latifi,1
2848,2021,Yuki Tsunoda,1
2849,2021,Mick Schumacher,1
2850,2021,Nikita Mazepin,1
2851,2020,Kevin Magnussen,0
2852,2020,Valtteri Bottas,1
2853,2020,Kimi Räikkönen,1
2854,2020,Daniil Kvyat,1
2855,2020,Sergio Pérez,1
2856,2020,Romain Grosjean,1
2857,2020,Sebastian Vettel,1
2858,2020,Lewis Hamilton,1
2859,2020,Daniel Ricciardo,1
2860,2020,Carlos Sainz,0
2861,2020,Max Verstappen,0
2863,2020,Antonio Giovinazzi,0
2864,2020,Lance Stroll,0
2865,2020,Pierre Gasly,0
2866,2020,Charles Leclerc,1
2867,2020,Lando Norris,1
2868,2020,Alexander Albon,1
2869,2020,George Russell,1
2870,2020,Nicholas Latifi,0
2871,2020,Kevin Magnussen,1
2873,2020,Nico Hülkenberg,1
2874,2020,Kimi Räikkönen,1
2875,2020,Daniil Kvyat,1
2876,2020,Sergio Pérez,1
2877,2020,Romain Grosjean,1
2878,2020,Sebastian Vettel,1
2879,2020,Lewis Hamilton,1
2880,2020,Daniel Ricciardo,1
2881,2020,Carlos Sainz,1
2882,2020,Max Verstappen,1
2884,2020,Antonio Giovinazzi,1
2885,2020,Pierre Gasly,1
2886,2020,Charles Leclerc,1
2889,2020,George Russell,0
2890,2020,Nicholas Latifi,1
2891,2020,Kevin Magnussen,1
2892,2021,Fernando Alonso,1
2893,2020,Valtteri Bottas,1
2894,2021,Valtteri Bottas,1
2895,2020,Kimi Räikkönen,1
2896,2021,Kimi Räikkönen,0
2897,2020,Daniil Kvyat,1
2898,2020,Sergio Pérez,1
2899,2021,Sergio Pérez,1
2900,2020,Romain Grosjean,1
2901,2020,Sebastian Vettel,1
2902,2021,Sebastian Vettel,1
2903,2020,Lewis Hamilton,1
2904,2021,Lewis Hamilton,1
2905,2020,Daniel Ricciardo,1
2906,2021,Daniel Ricciardo,1
2907,2020,Carlos Sainz,1
2908,2021,Carlos Sainz,1
2909,2020,Max Verstappen,1
2910,2021,Max Verstappen,1
2911,2020,Esteban Ocon,1
2912,2021,Esteban Ocon,1
2913,2020,Antonio Giovinazzi,1
2914,2021,Antonio Giovinazzi,1
2915,2020,Lance Stroll,0
2916,2021,Lance Stroll,1
2917,2020,Pierre Gasly,1
2918,2021,Pierre Gasly,1
2919,2020,Charles Leclerc,1
2920,2021,Charles Leclerc,1
2921,2020,Lando Norris,1
2922,2021,Lando Norris,1
2923,2020,Alexander Albon,1
2924,2020,George Russell,1
2925,2021,George Russell,1
2926,2020,Nicholas Latifi,1
2927,2021,Nicholas Latifi,1
2928,2021,Yuki Tsunoda,1
2929,2021,Mick Schumacher,1
2930,2021,Nikita Mazepin,1
2931,2020,Kevin Magnussen,0
2932,2021,Fernando Alonso,1
2933,2020,Valtteri Bottas,1
2934,2021,Valtteri Bottas,0
2935,2020,Kimi Räikkönen,1
2936,2021,Kimi Räikkönen,1
2937,2020,Daniil Kvyat,1
2938,2020,Sergio Pérez,1
2939,2021,Sergio Pérez,1
2940,2020,Romain Grosjean,1
2941,2020,Sebastian Vettel,1
2943,2020,Lewis Hamilton,1
2944,2021,Lewis Hamilton,1
2945,2020,Daniel Ricciardo,1
2946,2021,Daniel Ricciardo,1
2947,2020,Carlos Sainz,1
2948,2021,Carlos Sainz,1
2949,2020,Max Verstappen,0
2950,2021,Max Verstappen,1
2952,2021,Esteban Ocon,1
2953,2020,Antonio Giovinazzi,1
2954,2021,Antonio Giovinazzi,1
2955,2020,Lance Stroll,1
2956,2021,Lance Stroll,1
2958,2021,Pierre Gasly,1
2959,2020,Charles Leclerc,1
2960,2021,Charles Leclerc,1
2961,2020,Lando Norris,1
2962,2021,Lando Norris,1
2963,2020,Alexander Albon,1
2964,2020,George Russell,0
2965,2021,George Russell,0
2966,2020,Nicholas Latifi,1
2967,2021,Nicholas Latifi,0
2968,2021,Yuki Tsunoda,1
2969,2021,Mick Schumacher,1
2970,2021,Nikita Mazepin,1
2971,2020,Kevin Magnussen,0
2972,2020,Valtteri Bottas,1
2973,2020,Kimi Räikkönen,1
2974,2020,Daniil Kvyat,1
2975,2020,Sergio Pérez,1
2976,2020,Romain Grosjean,0
2977,2020,Sebastian Vettel,1
2978,2020,Lewis Hamilton,1
2979,2020,Daniel Ricciardo,1
2980,2020,Carlos Sainz,1
2981,2020,Max Verstappen,1
2982,2020,Esteban Ocon,1
2984,2020,Lance Stroll,1
2985,2020,Pierre Gasly,1
2986,2020,Charles Leclerc,1
2987,2020,Lando Norris,1
2988,2020,Alexander Albon,1
2989,2020,George Russell,1
2990,2020,Nicholas Latifi,0
