,season,name,fault
954,2019,Kevin Magnussen,0
956,2020,Kevin Magnussen,0
957,2014,Jenson Button,0
958,2015,Jenson Button,1
959,2016,Jenson Button,0
960,2014,Fernando Alonso,0
961,2015,Fernando Alonso,1
963,2017,Fernando Alonso,1
964,2018,Fernando Alonso,0
965,2021,Fernando Alonso,0
966,2021,Fernando Alonso,0
967,2014,Valtteri Bottas,0
968,2015,Valtteri Bottas,0
969,2016,Valtteri Bottas,0
970,2017,Valtteri Bottas,0
972,2019,Valtteri Bottas,0
973,2020,Valtteri Bottas,0
974,2020,Valtteri Bottas,0
975,2021,Valtteri Bottas,0
976,2021,Valtteri Bottas,0
977,2014,Nico Hülkenberg,0
978,2015,Nico Hülkenberg,0
980,2017,Nico Hülkenberg,0
982,2019,Nico Hülkenberg,0
983,2014,Kimi Räikkönen,0
984,2015,Kimi Räikkönen,1
985,2016,Kimi Räikkönen,0
986,2017,Kimi Räikkönen,0
987,2018,Kimi Räikkönen,0
988,2019,Kimi Räikkönen,0
990,2020,Kimi Räikkönen,0
991,2021,Kimi Räikkönen,0
992,2021,Kimi Räikkönen,0
995,2015,Daniil Kvyat,0
996,2016,Daniil Kvyat,1
997,2017,Daniil Kvyat,0
998,2019,Daniil Kvyat,0
1000,2020,Daniil Kvyat,0
1001,2014,Sergio Pérez,0
1002,2015,Sergio Pérez,0
1004,2017,Sergio Pérez,0
1005,2018,Sergio Pérez,0
1006,2019,Sergio Pérez,0
1007,2020,Sergio Pérez,0
1008,2020,Sergio Pérez,0
1009,2021,Sergio Pérez,0
1010,2021,Sergio Pérez,0
1011,2014,Adrian Sutil,0
1012,2014,Esteban Gutiérrez,0
1013,2016,Esteban Gutiérrez,0
1014,2014,Max Chilton,0
1015,2014,Jules Bianchi,0
1016,2014,Romain Grosjean,0
1018,2016,Romain Grosjean,0
1019,2017,Romain Grosjean,0
1020,2018,Romain Grosjean,0
1021,2019,Romain Grosjean,0
1023,2020,Romain Grosjean,0
1024,2014,Pastor Maldonado,0
1025,2015,Pastor Maldonado,0
1026,2014,Marcus Ericsson,0
1027,2015,Marcus Ericsson,0
1028,2016,Marcus Ericsson,0
1029,2017,Marcus Ericsson,0
1030,2018,Marcus Ericsson,0
1032,2015,Sebastian Vettel,0
1033,2016,Sebastian Vettel,1
1034,2017,Sebastian Vettel,0
1035,2018,Sebastian Vettel,0
1036,2019,Sebastian Vettel,0
1037,2020,Sebastian Vettel,0
1038,2020,Sebastian Vettel,1
1039,2021,Sebastian Vettel,0
1040,2021,Sebastian Vettel,1
1041,2014,Lewis Hamilton,0
1042,2015,Lewis Hamilton,0
1043,2016,Lewis Hamilton,0
1044,2017,Lewis Hamilton,0
1046,2019,Lewis Hamilton,0
1047,2020,Lewis Hamilton,0
1048,2020,Lewis Hamilton,0
1049,2021,Lewis Hamilton,0
1050,2021,Lewis Hamilton,0
1051,2014,Felipe Massa,0
1052,2015,Felipe Massa,0
1054,2017,Felipe Massa,0
1055,2014,Kamui Kobayashi,0
1056,2014,Daniel Ricciardo,0
1057,2015,Daniel Ricciardo,0
1058,2016,Daniel Ricciardo,0
1059,2017,Daniel Ricciardo,0
1061,2019,Daniel Ricciardo,0
1063,2020,Daniel Ricciardo,0
1064,2021,Daniel Ricciardo,0
1065,2021,Daniel Ricciardo,0
1067,2015,Felipe Nasr,0
1068,2016,Felipe Nasr,0
1070,2016,Carlos Sainz,0
1072,2018,Carlos Sainz,0
1073,2019,Carlos Sainz,0
1074,2020,Carlos Sainz,0
1075,2020,Carlos Sainz,0
1076,2021,Carlos Sainz,0
1077,2021,Carlos Sainz,0
1078,2015,Max Verstappen,0
1079,2016,Max Verstappen,0
1080,2017,Max Verstappen,1
1081,2018,Max Verstappen,0
1082,2019,Max Verstappen,0
1084,2020,Max Verstappen,0
1085,2021,Max Verstappen,0
1086,2021,Max Verstappen,0
1087,2015,Roberto Merhi,0
1088,2016,Jolyon Palmer,0
1089,2017,Jolyon Palmer,0
1090,2016,Pascal Wehrlein,0
1091,2017,Pascal Wehrlein,0
1092,2016,Rio Haryanto,0
1093,2017,Stoffel Vandoorne,0
1094,2018,Stoffel Vandoorne,1
1095,2017,Esteban Ocon,0
1096,2018,Esteban Ocon,0
1097,2020,Esteban Ocon,0
1099,2021,Esteban Ocon,0
1100,2021,Esteban Ocon,1
1101,2019,Antonio Giovinazzi,0
1102,2020,Antonio Giovinazzi,0
1103,2020,Antonio Giovinazzi,0
1104,2021,Antonio Giovinazzi,0
1105,2021,Antonio Giovinazzi,0
1106,2017,Lance Stroll,0
1107,2018,Lance Stroll,0
1108,2019,Lance Stroll,0
1110,2020,Lance Stroll,0
1111,2021,Lance Stroll,0
1112,2021,Lance Stroll,0
1113,2018,Pierre Gasly,0
1114,2019,Pierre Gasly,0
1115,2020,Pierre Gasly,0
1116,2020,Pierre Gasly,0
1117,2021,Pierre Gasly,1
1118,2021,Pierre Gasly,0
1120,2018,Charles Leclerc,0
1121,2019,Charles Leclerc,0
1122,2020,Charles Leclerc,0
1123,2020,Charles Leclerc,1
1124,2021,Charles Leclerc,0
1125,2021,Charles Leclerc,0
1126,2018,Sergey Sirotkin,0
1127,2019,Lando Norris,0
1128,2020,Lando Norris,0
1129,2020,Lando Norris,0
1130,2021,Lando Norris,0
1131,2021,Lando Norris,0
1132,2019,Alexander Albon,0
1134,2020,Alexander Albon,0
1135,2019,George Russell,0
1137,2020,George Russell,0
1139,2021,George Russell,0
1140,2019,Robert Kubica,0
1141,2020,Nicholas Latifi,0
1142,2020,Nicholas Latifi,0
1143,2021,Nicholas Latifi,0
1144,2021,Nicholas Latifi,0
1145,2021,Yuki Tsunoda,0
1146,2021,Yuki Tsunoda,0
1147,2021,Mick Schumacher,0
1148,2021,Mick Schumacher,0
1149,2021,Nikita Mazepin,0
1150,2021,Nikita Mazepin,0
1152,2015,Nico Rosberg,0
1153,2016,Nico Rosberg,0
1154,2014,Kevin Magnussen,0
1156,2017,Kevin Magnussen,0
1157,2018,Kevin Magnussen,0
1158,2019,Kevin Magnussen,1
1159,2020,Kevin Magnussen,1
1160,2020,Kevin Magnussen,1
1161,2014,Jenson Button,0
1162,2015,Jenson Button,1
1163,2016,Jenson Button,0
1164,2014,Fernando Alonso,0
1165,2015,Fernando Alonso,0
1166,2016,Fernando Alonso,0
1168,2018,Fernando Alonso,0
1169,2021,Fernando Alonso,0
1170,2014,Valtteri Bottas,0
1171,2015,Valtteri Bottas,0
1172,2016,Valtteri Bottas,0
1173,2017,Valtteri Bottas,0
1174,2018,Valtteri Bottas,0
1175,2019,Valtteri Bottas,0
1176,2020,Valtteri Bottas,0
1177,2020,Valtteri Bottas,0
1178,2021,Valtteri Bottas,0
1179,2014,Nico Hülkenberg,0
1180,2015,Nico Hülkenberg,0
1181,2016,Nico Hülkenberg,0
1182,2017,Nico Hülkenberg,0
1183,2018,Nico Hülkenberg,0
1184,2019,Nico Hülkenberg,0
1186,2020,Nico Hülkenberg,0
1187,2014,Kimi Räikkönen,1
1188,2015,Kimi Räikkönen,0
1189,2016,Kimi Räikkönen,0
1190,2017,Kimi Räikkönen,0
1191,2018,Kimi Räikkönen,0
1192,2019,Kimi Räikkönen,0
1193,2020,Kimi Räikkönen,0
1194,2020,Kimi Räikkönen,0
1195,2021,Kimi Räikkönen,0
1196,2014,Jean-Éric Vergne,0
1197,2014,Daniil Kvyat,0
1198,2015,Daniil Kvyat,0
1199,2016,Daniil Kvyat,0
1200,2017,Daniil Kvyat,0
1201,2019,Daniil Kvyat,0
1202,2020,Daniil Kvyat,1
1203,2020,Daniil Kvyat,0
1204,2014,Sergio Pérez,0
1205,2015,Sergio Pérez,0
1206,2016,Sergio Pérez,0
1207,2017,Sergio Pérez,0
1208,2018,Sergio Pérez,0
1209,2019,Sergio Pérez,0
1210,2021,Sergio Pérez,0
1211,2014,Adrian Sutil,0
1212,2014,Esteban Gutiérrez,1
1213,2016,Esteban Gutiérrez,0
1214,2014,Max Chilton,0
1215,2014,Jules Bianchi,0
1216,2014,Romain Grosjean,0
1217,2015,Romain Grosjean,1
1218,2016,Romain Grosjean,1
1219,2017,Romain Grosjean,0
1220,2018,Romain Grosjean,1
1221,2019,Romain Grosjean,1
1222,2020,Romain Grosjean,0
1223,2020,Romain Grosjean,0
1224,2014,Pastor Maldonado,0
1225,2015,Pastor Maldonado,1
1227,2015,Marcus Ericsson,0
1229,2017,Marcus Ericsson,0
1230,2018,Marcus Ericsson,1
1231,2014,Sebastian Vettel,0
1232,2015,Sebastian Vettel,0
1233,2016,Sebastian Vettel,0
1234,2017,Sebastian Vettel,0
1235,2018,Sebastian Vettel,0
1236,2019,Sebastian Vettel,0
1237,2020,Sebastian Vettel,0
1238,2020,Sebastian Vettel,0
1239,2021,Sebastian Vettel,1
1240,2014,Lewis Hamilton,0
1241,2015,Lewis Hamilton,0
1242,2016,Lewis Hamilton,0
1243,2017,Lewis Hamilton,0
1244,2018,Lewis Hamilton,0
1245,2019,Lewis Hamilton,0
1246,2020,Lewis Hamilton,0
1247,2020,Lewis Hamilton,0
1248,2021,Lewis Hamilton,0
1249,2014,Felipe Massa,1
1250,2015,Felipe Massa,0
1251,2016,Felipe Massa,0
1252,2017,Felipe Massa,0
1253,2014,Kamui Kobayashi,0
1254,2014,Daniel Ricciardo,0
1256,2016,Daniel Ricciardo,0
1257,2017,Daniel Ricciardo,0
1258,2018,Daniel Ricciardo,0
1259,2019,Daniel Ricciardo,0
1260,2020,Daniel Ricciardo,0
1261,2020,Daniel Ricciardo,0
1262,2021,Daniel Ricciardo,0
1263,2015,Will Stevens,0
1265,2016,Felipe Nasr,0
1267,2016,Carlos Sainz,0
1268,2017,Carlos Sainz,1
1269,2018,Carlos Sainz,1
1270,2019,Carlos Sainz,0
1271,2020,Carlos Sainz,0
1272,2020,Carlos Sainz,0
1273,2021,Carlos Sainz,0
1274,2015,Max Verstappen,1
1275,2016,Max Verstappen,0
1276,2017,Max Verstappen,0
1278,2019,Max Verstappen,0
1279,2020,Max Verstappen,0
1280,2020,Max Verstappen,0
1281,2021,Max Verstappen,1
1282,2015,Roberto Merhi,0
1285,2016,Pascal Wehrlein,1
1286,2017,Pascal Wehrlein,0
1287,2016,Rio Haryanto,1
1288,2017,Stoffel Vandoorne,0
1289,2018,Stoffel Vandoorne,0
1290,2017,Esteban Ocon,0
1291,2018,Esteban Ocon,0
1292,2020,Esteban Ocon,0
1293,2020,Esteban Ocon,0
1294,2021,Esteban Ocon,0
1295,2019,Antonio Giovinazzi,1
1296,2020,Antonio Giovinazzi,0
1297,2020,Antonio Giovinazzi,0
1298,2021,Antonio Giovinazzi,0
1299,2017,Lance Stroll,0
1300,2018,Lance Stroll,0
1301,2019,Lance Stroll,0
1302,2020,Lance Stroll,0
1303,2020,Lance Stroll,0
1304,2021,Lance Stroll,0
1305,2018,Pierre Gasly,0
1306,2019,Pierre Gasly,0
1307,2020,Pierre Gasly,0
1308,2020,Pierre Gasly,0
1309,2021,Pierre Gasly,0
1311,2018,Charles Leclerc,1
1312,2019,Charles Leclerc,0
1313,2020,Charles Leclerc,0
1314,2020,Charles Leclerc,0
1315,2021,Charles Leclerc,0
1316,2018,Sergey Sirotkin,0
1317,2019,Lando Norris,0
1318,2020,Lando Norris,0
1319,2020,Lando Norris,0
1320,2021,Lando Norris,0
1321,2019,Alexander Albon,0
1322,2020,Alexander Albon,0
1323,2020,Alexander Albon,0
1324,2019,George Russell,0
1325,2020,George Russell,0
1326,2020,George Russell,0
1327,2021,George Russell,0
1328,2019,Robert Kubica,0
1329,2020,Nicholas Latifi,0
1330,2020,Nicholas Latifi,0
1331,2021,Nicholas Latifi,0
1332,2021,Yuki Tsunoda,0
1333,2021,Mick Schumacher,0
1334,2021,Nikita Mazepin,0
1335,2014,Nico Rosberg,0
1336,2016,Nico Rosberg,0
1337,2014,Kevin Magnussen,0
1338,2016,Kevin Magnussen,0
1339,2018,Kevin Magnussen,0
1340,2019,Kevin Magnussen,0
1341,2014,Jenson Button,0
1342,2016,Jenson Button,0
1343,2014,Fernando Alonso,0
1344,2016,Fernando Alonso,0
1345,2018,Fernando Alonso,1
1346,2014,Valtteri Bottas,0
1347,2016,Valtteri Bottas,0
1348,2018,Valtteri Bottas,0
1349,2019,Valtteri Bottas,1
1350,2014,Nico Hülkenberg,0
1351,2016,Nico Hülkenberg,0
1352,2018,Nico Hülkenberg,0
1353,2019,Nico Hülkenberg,1
1354,2014,Kimi Räikkönen,0
1355,2016,Kimi Räikkönen,0
1356,2018,Kimi Räikkönen,0
1357,2019,Kimi Räikkönen,0
1358,2014,Jean-Éric Vergne,0
1360,2016,Daniil Kvyat,0
1361,2019,Daniil Kvyat,0
1362,2014,Sergio Pérez,0
1363,2016,Sergio Pérez,0
1364,2018,Sergio Pérez,0
1365,2019,Sergio Pérez,1
1367,2014,Esteban Gutiérrez,0
1368,2016,Esteban Gutiérrez,0
1369,2014,Max Chilton,0
1370,2014,Jules Bianchi,0
1372,2016,Romain Grosjean,0
1373,2018,Romain Grosjean,0
1374,2019,Romain Grosjean,0
1375,2014,Pastor Maldonado,0
1376,2014,Marcus Ericsson,0
1377,2016,Marcus Ericsson,0
1378,2018,Marcus Ericsson,0
1379,2014,Sebastian Vettel,0
1380,2016,Sebastian Vettel,0
1381,2018,Sebastian Vettel,1
1382,2019,Sebastian Vettel,0
1383,2014,Lewis Hamilton,0
1384,2016,Lewis Hamilton,0
1385,2018,Lewis Hamilton,0
1386,2019,Lewis Hamilton,0
1387,2014,Felipe Massa,1
1389,2014,Kamui Kobayashi,0
1390,2014,Daniel Ricciardo,0
1391,2016,Daniel Ricciardo,0
1395,2016,Carlos Sainz,0
1396,2018,Carlos Sainz,0
1397,2019,Carlos Sainz,0
1398,2016,Max Verstappen,0
1399,2018,Max Verstappen,0
1400,2019,Max Verstappen,0
1401,2016,Jolyon Palmer,0
1402,2016,Pascal Wehrlein,0
1403,2016,Rio Haryanto,0
1404,2018,Stoffel Vandoorne,0
1405,2018,Esteban Ocon,0
1406,2019,Antonio Giovinazzi,0
1408,2019,Lance Stroll,0
1409,2018,Pierre Gasly,0
1410,2019,Pierre Gasly,1
1411,2018,Brendon Hartley,0
1412,2018,Charles Leclerc,0
1413,2019,Charles Leclerc,1
1416,2019,Alexander Albon,0
1417,2019,George Russell,0
1418,2019,Robert Kubica,0
1419,2014,Nico Rosberg,0
1420,2015,Nico Rosberg,0
1421,2016,Nico Rosberg,0
1422,2014,Kevin Magnussen,0
1423,2016,Kevin Magnussen,0
1424,2017,Kevin Magnussen,0
1425,2018,Kevin Magnussen,0
1426,2019,Kevin Magnussen,0
1427,2020,Kevin Magnussen,0
1428,2014,Jenson Button,0
1429,2015,Jenson Button,0
1431,2014,Fernando Alonso,0
1432,2015,Fernando Alonso,0
1433,2016,Fernando Alonso,0
1434,2017,Fernando Alonso,0
1435,2018,Fernando Alonso,0
1436,2014,Valtteri Bottas,0
1437,2015,Valtteri Bottas,0
1438,2016,Valtteri Bottas,0
1439,2017,Valtteri Bottas,0
1440,2018,Valtteri Bottas,0
1441,2019,Valtteri Bottas,0
1442,2020,Valtteri Bottas,0
1443,2014,Nico Hülkenberg,1
1444,2015,Nico Hülkenberg,1
1445,2016,Nico Hülkenberg,0
1447,2018,Nico Hülkenberg,0
1448,2019,Nico Hülkenberg,0
1449,2014,Kimi Räikkönen,0
1451,2016,Kimi Räikkönen,0
1452,2017,Kimi Räikkönen,0
1453,2018,Kimi Räikkönen,0
1454,2019,Kimi Räikkönen,0
1455,2020,Kimi Räikkönen,0
1456,2014,Jean-Éric Vergne,0
1457,2014,Daniil Kvyat,0
1458,2015,Daniil Kvyat,0
1459,2016,Daniil Kvyat,0
1460,2017,Daniil Kvyat,0
1461,2019,Daniil Kvyat,0
1462,2020,Daniil Kvyat,0
1463,2014,Sergio Pérez,1
1465,2016,Sergio Pérez,0
1466,2017,Sergio Pérez,0
1467,2018,Sergio Pérez,0
1468,2019,Sergio Pérez,0
1469,2020,Sergio Pérez,0
1470,2014,Adrian Sutil,0
1471,2014,Esteban Gutiérrez,1
1472,2016,Esteban Gutiérrez,0
1473,2014,Max Chilton,0
1474,2014,Jules Bianchi,0
1475,2014,Romain Grosjean,1
1476,2015,Romain Grosjean,0
1477,2016,Romain Grosjean,0
1479,2018,Romain Grosjean,0
1481,2020,Romain Grosjean,0
1482,2014,Pastor Maldonado,0
1483,2015,Pastor Maldonado,0
1484,2014,Marcus Ericsson,1
1485,2015,Marcus Ericsson,0
1486,2016,Marcus Ericsson,0
1487,2017,Marcus Ericsson,0
1488,2018,Marcus Ericsson,0
1489,2014,Sebastian Vettel,0
1490,2015,Sebastian Vettel,0
1491,2016,Sebastian Vettel,0
1492,2017,Sebastian Vettel,0
1493,2018,Sebastian Vettel,0
1494,2019,Sebastian Vettel,0
1495,2020,Sebastian Vettel,0
1496,2014,Lewis Hamilton,0
1497,2015,Lewis Hamilton,0
1498,2016,Lewis Hamilton,0
1499,2017,Lewis Hamilton,0
1500,2018,Lewis Hamilton,0
1501,2019,Lewis Hamilton,0
1502,2020,Lewis Hamilton,0
1503,2014,Felipe Massa,0
1504,2015,Felipe Massa,0
1505,2016,Felipe Massa,0
1506,2014,Kamui Kobayashi,1
1507,2014,Daniel Ricciardo,0
1508,2015,Daniel Ricciardo,0
1509,2016,Daniel Ricciardo,0
1510,2017,Daniel Ricciardo,1
1511,2018,Daniel Ricciardo,0
1512,2019,Daniel Ricciardo,0
1513,2020,Daniel Ricciardo,0
1514,2015,Will Stevens,0
1515,2015,Felipe Nasr,0
1516,2016,Felipe Nasr,0
1518,2016,Carlos Sainz,0
1519,2017,Carlos Sainz,0
1520,2018,Carlos Sainz,0
1521,2019,Carlos Sainz,0
1522,2020,Carlos Sainz,0
1523,2015,Max Verstappen,0
1524,2016,Max Verstappen,0
1525,2017,Max Verstappen,0
1527,2019,Max Verstappen,0
1528,2020,Max Verstappen,0
1529,2015,Roberto Merhi,0
1530,2016,Jolyon Palmer,0
1531,2017,Jolyon Palmer,0
1532,2016,Pascal Wehrlein,0
1533,2017,Pascal Wehrlein,0
1534,2016,Rio Haryanto,0
1535,2017,Stoffel Vandoorne,0
1537,2017,Esteban Ocon,0
1538,2018,Esteban Ocon,0
1539,2020,Esteban Ocon,0
1540,2019,Antonio Giovinazzi,0
1541,2020,Antonio Giovinazzi,0
1542,2017,Lance Stroll,0
1543,2018,Lance Stroll,0
1544,2019,Lance Stroll,0
1545,2020,Lance Stroll,0
1547,2018,Pierre Gasly,0
1548,2019,Pierre Gasly,0
1550,2018,Brendon Hartley,0
1552,2019,Charles Leclerc,0
1553,2020,Charles Leclerc,0
1554,2018,Sergey Sirotkin,0
1555,2019,Lando Norris,0
1556,2020,Lando Norris,0
1557,2019,Alexander Albon,0
1558,2020,Alexander Albon,0
1559,2019,George Russell,0
1560,2020,George Russell,0
1561,2019,Robert Kubica,0
1562,2020,Nicholas Latifi,0
1564,2014,Nico Rosberg,0
1565,2015,Nico Rosberg,0
1566,2016,Nico Rosberg,0
1567,2014,Kevin Magnussen,0
1568,2016,Kevin Magnussen,1
1569,2017,Kevin Magnussen,0
1570,2018,Kevin Magnussen,0
1571,2019,Kevin Magnussen,0
1572,2020,Kevin Magnussen,0
1573,2014,Jenson Button,0
1574,2015,Jenson Button,0
1575,2016,Jenson Button,1
1576,2014,Fernando Alonso,0
1577,2015,Fernando Alonso,0
1578,2016,Fernando Alonso,0
1580,2018,Fernando Alonso,1
1581,2014,Valtteri Bottas,0
1583,2016,Valtteri Bottas,0
1584,2017,Valtteri Bottas,0
1585,2018,Valtteri Bottas,0
1586,2019,Valtteri Bottas,0
1587,2020,Valtteri Bottas,0
1588,2014,Nico Hülkenberg,0
1590,2016,Nico Hülkenberg,0
1591,2017,Nico Hülkenberg,0
1592,2018,Nico Hülkenberg,1
1593,2019,Nico Hülkenberg,0
1594,2014,Kimi Räikkönen,0
1595,2015,Kimi Räikkönen,0
1596,2016,Kimi Räikkönen,0
1597,2017,Kimi Räikkönen,0
1599,2019,Kimi Räikkönen,0
1600,2020,Kimi Räikkönen,0
1601,2014,Jean-Éric Vergne,0
1602,2014,Daniil Kvyat,0
1603,2015,Daniil Kvyat,0
1604,2016,Daniil Kvyat,0
1605,2017,Daniil Kvyat,0
1606,2019,Daniil Kvyat,0
1607,2020,Daniil Kvyat,0
1608,2014,Sergio Pérez,0
1609,2015,Sergio Pérez,0
1610,2016,Sergio Pérez,0
1612,2018,Sergio Pérez,0
1613,2019,Sergio Pérez,0
1614,2020,Sergio Pérez,0
1615,2014,Adrian Sutil,0
1616,2014,Esteban Gutiérrez,0
1617,2016,Esteban Gutiérrez,0
1618,2014,Max Chilton,0
1620,2014,Romain Grosjean,1
1621,2015,Romain Grosjean,0
1622,2016,Romain Grosjean,0
1623,2017,Romain Grosjean,0
1624,2018,Romain Grosjean,0
1625,2019,Romain Grosjean,0
1626,2020,Romain Grosjean,0
1629,2014,Marcus Ericsson,0
1630,2015,Marcus Ericsson,0
1632,2017,Marcus Ericsson,0
1633,2018,Marcus Ericsson,0
1634,2014,Sebastian Vettel,0
1635,2015,Sebastian Vettel,1
1636,2016,Sebastian Vettel,0
1637,2017,Sebastian Vettel,0
1638,2018,Sebastian Vettel,0
1639,2019,Sebastian Vettel,0
1640,2020,Sebastian Vettel,0
1641,2014,Lewis Hamilton,1
1642,2015,Lewis Hamilton,0
1643,2016,Lewis Hamilton,0
1644,2017,Lewis Hamilton,0
1645,2018,Lewis Hamilton,0
1646,2019,Lewis Hamilton,0
1647,2020,Lewis Hamilton,0
1648,2014,Felipe Massa,0
1649,2015,Felipe Massa,0
1650,2016,Felipe Massa,0
1651,2017,Felipe Massa,0
1652,2014,Daniel Ricciardo,0
1654,2016,Daniel Ricciardo,0
1655,2017,Daniel Ricciardo,0
1656,2018,Daniel Ricciardo,1
1657,2019,Daniel Ricciardo,0
1658,2020,Daniel Ricciardo,0
1660,2015,Will Stevens,0
1662,2015,Felipe Nasr,0
1663,2016,Felipe Nasr,0
1665,2016,Carlos Sainz,1
1666,2017,Carlos Sainz,0
1667,2018,Carlos Sainz,0
1670,2015,Max Verstappen,0
1671,2016,Max Verstappen,0
1673,2018,Max Verstappen,0
1674,2019,Max Verstappen,1
1675,2020,Max Verstappen,0
1676,2015,Roberto Merhi,0
1678,2016,Jolyon Palmer,0
1679,2017,Jolyon Palmer,0
1680,2016,Pascal Wehrlein,1
1681,2017,Pascal Wehrlein,1
1682,2017,Stoffel Vandoorne,0
1683,2018,Stoffel Vandoorne,0
1684,2016,Esteban Ocon,0
1685,2017,Esteban Ocon,0
1686,2018,Esteban Ocon,0
1687,2020,Esteban Ocon,0
1688,2019,Antonio Giovinazzi,1
1689,2020,Antonio Giovinazzi,1
1690,2017,Lance Stroll,0
1691,2018,Lance Stroll,0
1692,2019,Lance Stroll,0
1693,2020,Lance Stroll,0
1694,2018,Pierre Gasly,0
1695,2019,Pierre Gasly,0
1696,2020,Pierre Gasly,0
1697,2018,Brendon Hartley,0
1698,2018,Charles Leclerc,1
1699,2019,Charles Leclerc,0
1700,2020,Charles Leclerc,0
1701,2018,Sergey Sirotkin,0
1703,2020,Lando Norris,0
1704,2019,Alexander Albon,0
1705,2020,Alexander Albon,0
1706,2019,George Russell,0
1708,2019,Robert Kubica,0
1709,2020,Nicholas Latifi,0
1711,2014,Nico Rosberg,0
1712,2015,Nico Rosberg,0
1713,2016,Nico Rosberg,0
1714,2014,Kevin Magnussen,0
1715,2016,Kevin Magnussen,0
1716,2017,Kevin Magnussen,0
1717,2018,Kevin Magnussen,0
1720,2014,Jenson Button,0
1721,2015,Jenson Button,0
1722,2016,Jenson Button,0
1724,2015,Fernando Alonso,0
1725,2016,Fernando Alonso,0
1728,2014,Valtteri Bottas,0
1729,2015,Valtteri Bottas,0
1730,2016,Valtteri Bottas,0
1731,2017,Valtteri Bottas,0
1732,2018,Valtteri Bottas,0
1733,2019,Valtteri Bottas,0
1734,2020,Valtteri Bottas,0
1735,2014,Nico Hülkenberg,0
1736,2015,Nico Hülkenberg,0
1737,2016,Nico Hülkenberg,0
1738,2017,Nico Hülkenberg,0
1739,2018,Nico Hülkenberg,0
1740,2019,Nico Hülkenberg,0
1741,2014,Kimi Räikkönen,0
1742,2015,Kimi Räikkönen,0
1743,2016,Kimi Räikkönen,0
1744,2017,Kimi Räikkönen,0
1745,2018,Kimi Räikkönen,0
1746,2019,Kimi Räikkönen,0
1747,2020,Kimi Räikkönen,0
1748,2014,Jean-Éric Vergne,0
1749,2014,Daniil Kvyat,0
1750,2015,Daniil Kvyat,0
1752,2017,Daniil Kvyat,0
1754,2020,Daniil Kvyat,0
1755,2014,Sergio Pérez,0
1756,2015,Sergio Pérez,0
1757,2016,Sergio Pérez,0
1758,2017,Sergio Pérez,0
1759,2018,Sergio Pérez,0
1760,2019,Sergio Pérez,0
1761,2020,Sergio Pérez,0
1762,2014,Adrian Sutil,0
1763,2014,Esteban Gutiérrez,0
1764,2016,Esteban Gutiérrez,0
1765,2014,Max Chilton,1
1766,2014,Jules Bianchi,0
1767,2014,Romain Grosjean,0
1768,2015,Romain Grosjean,1
1769,2016,Romain Grosjean,0
1770,2017,Romain Grosjean,0
1771,2018,Romain Grosjean,1
1772,2019,Romain Grosjean,0
1773,2020,Romain Grosjean,0
1774,2014,Pastor Maldonado,0
1775,2015,Pastor Maldonado,1
1776,2014,Marcus Ericsson,0
1777,2015,Marcus Ericsson,0
1778,2016,Marcus Ericsson,0
1780,2018,Marcus Ericsson,0
1781,2014,Sebastian Vettel,0
1782,2015,Sebastian Vettel,0
1783,2016,Sebastian Vettel,0
1784,2017,Sebastian Vettel,0
1785,2018,Sebastian Vettel,0
1786,2019,Sebastian Vettel,0
1788,2014,Lewis Hamilton,0
1789,2015,Lewis Hamilton,0
1790,2016,Lewis Hamilton,0
1791,2017,Lewis Hamilton,0
1792,2018,Lewis Hamilton,0
1793,2019,Lewis Hamilton,0
1794,2020,Lewis Hamilton,0
1795,2014,Felipe Massa,0
1796,2015,Felipe Massa,0
1797,2016,Felipe Massa,0
1798,2017,Felipe Massa,0
1799,2014,Kamui Kobayashi,0
1800,2014,Daniel Ricciardo,0
1801,2015,Daniel Ricciardo,0
1802,2016,Daniel Ricciardo,0
1803,2017,Daniel Ricciardo,0
1805,2019,Daniel Ricciardo,0
1806,2020,Daniel Ricciardo,0
1807,2015,Will Stevens,0
1808,2015,Felipe Nasr,0
1809,2016,Felipe Nasr,1
1810,2015,Carlos Sainz,0
1811,2016,Carlos Sainz,0
1812,2017,Carlos Sainz,0
1813,2018,Carlos Sainz,0
1815,2020,Carlos Sainz,0
1816,2015,Max Verstappen,0
1817,2016,Max Verstappen,0
1818,2017,Max Verstappen,0
1819,2018,Max Verstappen,0
1820,2019,Max Verstappen,0
1822,2015,Roberto Merhi,0
1823,2016,Jolyon Palmer,1
1826,2017,Pascal Wehrlein,0
1828,2018,Stoffel Vandoorne,0
1829,2016,Esteban Ocon,0
1830,2017,Esteban Ocon,0
1831,2018,Esteban Ocon,0
1832,2020,Esteban Ocon,0
1833,2019,Antonio Giovinazzi,0
1834,2020,Antonio Giovinazzi,0
1835,2017,Lance Stroll,0
1836,2018,Lance Stroll,0
1837,2019,Lance Stroll,0
1838,2020,Lance Stroll,0
1839,2018,Pierre Gasly,0
1840,2019,Pierre Gasly,0
1841,2020,Pierre Gasly,0
1843,2018,Charles Leclerc,0
1844,2019,Charles Leclerc,0
1845,2020,Charles Leclerc,1
1846,2018,Sergey Sirotkin,0
1847,2019,Lando Norris,0
1848,2020,Lando Norris,0
1849,2019,Alexander Albon,0
1850,2020,Alexander Albon,0
1851,2019,George Russell,0
1852,2020,George Russell,0
1853,2019,Robert Kubica,0
