,country,nationality,scored,nat_country
2369,USA,British,1,UK
2371,USA,British,0,UK
2374,Brazil,German,1,Germany
2375,Brazil,German,1,Germany
2376,Brazil,German,1,Germany
2382,Brazil,British,1,UK
2383,Brazil,British,0,UK
2384,Brazil,British,0,UK
2385,Brazil,Spanish,1,Spain
2386,Brazil,Spanish,0,Spain
2387,Brazil,Spanish,1,Spain
2388,Brazil,Spanish,1,Spain
2389,Brazil,Spanish,0,Spain
2396,Brazil,German,1,Germany
2397,Brazil,German,1,Germany
2398,Brazil,German,1,Germany
2399,Brazil,German,1,Germany
2400,Brazil,German,0,Germany
2401,Brazil,German,0,Germany
2408,Brazil,French,0,France
2409,Brazil,Russian,0,Russia
2410,Brazil,Russian,1,Russia
2411,Brazil,Russian,0,Russia
2412,Brazil,Russian,1,Russia
2413,Brazil,Mexican,0,Mexico
2414,Brazil,Mexican,0,Mexico
2415,Brazil,Mexican,1,Mexico
2416,Brazil,Mexican,1,Mexico
2417,Brazil,Mexican,1,Mexico
2418,Brazil,Mexican,1,Mexico
2419,Brazil,German,0,Germany
2420,Brazil,Mexican,0,Mexico
2421,Brazil,Mexican,0,Mexico
2422,Brazil,French,0,France
2423,Brazil,French,1,France
2424,Brazil,French,0,France
2425,Brazil,French,0,France
2426,Brazil,French,1,France
2427,Brazil,French,0,France
2434,Brazil,German,1,Germany
2435,Brazil,German,1,Germany
2436,Brazil,German,1,Germany
2437,Brazil,German,1,Germany
2438,Brazil,German,1,Germany
2439,Brazil,German,0,Germany
2440,Brazil,British,1,UK
2441,Brazil,British,1,UK
2442,Brazil,British,1,UK
2443,Brazil,British,1,UK
2444,Brazil,British,1,UK
2445,Brazil,British,1,UK
2446,Brazil,Brazilian,1,Brazil
2447,Brazil,Brazilian,0,Brazil
2448,Brazil,Brazilian,0,Brazil
2449,Brazil,Brazilian,1,Brazil
2450,Brazil,Australian,0,Australia
2451,Brazil,Australian,0,Australia
2452,Brazil,Australian,1,Australia
2453,Brazil,Australian,1,Australia
2454,Brazil,Australian,1,Australia
2455,Brazil,Australian,1,Australia
2456,Brazil,British,0,UK
2458,Brazil,Brazilian,0,Brazil
2459,Brazil,Brazilian,1,Brazil
2460,Brazil,Spanish,0,Spain
2461,Brazil,Spanish,1,Spain
2462,Brazil,Spanish,0,Spain
2463,Brazil,Spanish,0,Spain
2464,Brazil,Spanish,1,Spain
2465,Brazil,Dutch,1,Austria
2466,Brazil,Dutch,1,Austria
2467,Brazil,Dutch,1,Austria
2468,Brazil,Dutch,1,Austria
2469,Brazil,Dutch,1,Austria
2470,Brazil,American,0,USA
2472,Brazil,British,0,UK
2473,Brazil,German,0,Germany
2474,Brazil,German,0,Germany
2475,Brazil,Belgian,0,Belgium
2476,Brazil,Belgian,0,Belgium
2477,Brazil,French,0,France
2478,Brazil,French,0,France
2479,Brazil,French,0,France
2480,Brazil,Italian,1,Italy
2481,Brazil,Canadian,0,Canada
2482,Brazil,Canadian,0,Canada
2483,Brazil,Canadian,0,Canada
2484,Brazil,French,0,France
2485,Brazil,French,0,France
2486,Brazil,French,1,France
2489,Brazil,Monegasque,1,Monaco
2490,Brazil,Monegasque,0,Monaco
2491,Brazil,Russian,0,Russia
2492,Brazil,British,1,UK
2494,Brazil,British,0,UK
2640,Mexico,German,1,Germany
2641,Mexico,German,1,Germany
2646,Mexico,British,0,UK
2647,Mexico,British,0,UK
2648,Mexico,Spanish,0,Spain
2649,Mexico,Spanish,0,Spain
2650,Mexico,Spanish,1,Spain
2651,Mexico,Spanish,0,Spain
2657,Mexico,German,1,Germany
2658,Mexico,German,1,Germany
2659,Mexico,German,0,Germany
2660,Mexico,German,1,Germany
2661,Mexico,German,1,Germany
2667,Mexico,Russian,1,Russia
2668,Mexico,Russian,0,Russia
2669,Mexico,Russian,0,Russia
2670,Mexico,Mexican,1,Mexico
2671,Mexico,Mexican,1,Mexico
2672,Mexico,Mexican,1,Mexico
2673,Mexico,Mexican,0,Mexico
2674,Mexico,Mexican,1,Mexico
2675,Mexico,Mexican,0,Mexico
2676,Mexico,French,1,France
2677,Mexico,French,0,France
2678,Mexico,French,0,France
2679,Mexico,French,0,France
2680,Mexico,French,0,France
2686,Mexico,German,0,Germany
2687,Mexico,German,1,Germany
2688,Mexico,German,1,Germany
2689,Mexico,German,1,Germany
2690,Mexico,German,1,Germany
2691,Mexico,British,1,UK
2692,Mexico,British,1,UK
2693,Mexico,British,1,UK
2694,Mexico,British,1,UK
2695,Mexico,British,1,UK
2696,Mexico,Brazilian,1,Brazil
2697,Mexico,Brazilian,1,Brazil
2698,Mexico,Brazilian,0,Brazil
2699,Mexico,Australian,1,Australia
2700,Mexico,Australian,1,Australia
2701,Mexico,Australian,0,Australia
2702,Mexico,Australian,0,Australia
2703,Mexico,Australian,1,Australia
2704,Mexico,British,0,UK
2706,Mexico,Brazilian,0,Brazil
2707,Mexico,Brazilian,0,Brazil
2708,Mexico,Spanish,0,Spain
2709,Mexico,Spanish,0,Spain
2710,Mexico,Spanish,0,Spain
2711,Mexico,Spanish,0,Spain
2712,Mexico,Spanish,0,Spain
2713,Mexico,Dutch,1,Austria
2714,Mexico,Dutch,1,Austria
2715,Mexico,Dutch,1,Austria
2716,Mexico,Dutch,1,Austria
2717,Mexico,Dutch,1,Austria
2718,Mexico,American,0,USA
2720,Mexico,British,0,UK
2721,Mexico,German,0,Germany
2722,Mexico,German,0,Germany
2723,Mexico,Belgian,0,Belgium
2724,Mexico,Belgian,1,Belgium
2725,Mexico,French,0,France
2726,Mexico,French,1,France
2727,Mexico,French,0,France
2728,Mexico,Italian,0,Italy
2729,Mexico,Canadian,1,Canada
2730,Mexico,Canadian,0,Canada
2731,Mexico,Canadian,0,Canada
2732,Mexico,French,0,France
2733,Mexico,French,1,France
2734,Mexico,French,1,France
2737,Mexico,Monegasque,1,Monaco
2738,Mexico,Monegasque,1,Monaco
2739,Mexico,Russian,0,Russia
2740,Mexico,British,0,UK
2742,Mexico,British,0,UK
2849,France,Spanish,0,Spain
2850,France,Spanish,1,Spain
2854,France,German,1,Germany
2855,France,German,1,Germany
2859,France,Russian,0,Russia
2860,France,Mexican,0,Mexico
2861,France,Mexican,0,Mexico
2862,France,Mexican,1,Mexico
2863,France,French,0,France
2864,France,French,0,France
2866,France,German,1,Germany
2867,France,German,1,Germany
2868,France,German,1,Germany
2869,France,British,1,UK
2870,France,British,1,UK
2871,France,British,1,UK
2872,France,Australian,1,Australia
2873,France,Australian,0,Australia
2874,France,Australian,1,Australia
2875,France,Spanish,1,Spain
2876,France,Spanish,1,Spain
2877,France,Spanish,0,Spain
2878,France,Dutch,1,Austria
2879,France,Dutch,1,Austria
2880,France,Dutch,1,Austria
2881,France,Belgian,0,Belgium
2882,France,French,0,France
2883,France,French,0,France
2884,France,Italian,0,Italy
2885,France,Italian,0,Italy
2886,France,Canadian,0,Canada
2887,France,Canadian,0,Canada
2888,France,Canadian,1,Canada
2889,France,French,0,France
2890,France,French,1,France
2891,France,French,1,France
2893,France,Monegasque,1,Monaco
2894,France,Monegasque,1,Monaco
2895,France,Monegasque,0,Monaco
2896,France,Russian,0,Russia
2897,France,British,1,UK
2898,France,British,1,UK
2900,France,British,0,UK
2901,France,British,0,UK
2903,France,Canadian,0,Canada
2904,France,Japanese,0,Japan
2905,France,German,0,Germany
2906,France,Russian,0,Russia
2910,Italy,Russian,1,Russia
2911,Italy,Mexican,1,Mexico
2912,Italy,French,0,France
2913,Italy,German,1,Germany
2914,Italy,British,1,UK
2915,Italy,Australian,1,Australia
2916,Italy,Spanish,0,Spain
2917,Italy,Dutch,0,Austria
2918,Italy,French,0,France
2919,Italy,Italian,0,Italy
2920,Italy,Canadian,0,Canada
2921,Italy,French,0,France
2922,Italy,Monegasque,1,Monaco
2923,Italy,British,1,UK
2925,Italy,British,0,UK
2926,Italy,Canadian,0,Canada
2929,Germany,German,1,Germany
2931,Germany,Russian,0,Russia
2932,Germany,Mexican,1,Mexico
2933,Germany,French,1,France
2934,Germany,German,0,Germany
2935,Germany,British,1,UK
2936,Germany,Australian,1,Australia
2937,Germany,Spanish,1,Spain
2938,Germany,Dutch,1,Austria
2939,Germany,French,0,France
2940,Germany,Italian,1,Italy
2941,Germany,French,1,France
2942,Germany,Monegasque,1,Monaco
2943,Germany,British,0,UK
2945,Germany,British,0,UK
2946,Germany,Canadian,0,Canada
2988,Italy,Spanish,1,Spain
2993,Italy,Russian,1,Russia
2994,Italy,Mexican,1,Mexico
2995,Italy,Mexican,0,Mexico
2996,Italy,French,0,France
2997,Italy,German,0,Germany
2998,Italy,German,0,Germany
2999,Italy,British,1,UK
3000,Italy,British,1,UK
3001,Italy,Australian,1,Australia
3002,Italy,Australian,1,Australia
3003,Italy,Spanish,1,Spain
3004,Italy,Spanish,1,Spain
3005,Italy,Dutch,0,Austria
3006,Italy,Dutch,1,Austria
3007,Italy,French,0,France
3008,Italy,French,1,France
3009,Italy,Italian,1,Italy
3010,Italy,Italian,0,Italy
3011,Italy,Canadian,0,Canada
3012,Italy,Canadian,1,Canada
3013,Italy,French,0,France
3014,Italy,French,1,France
3015,Italy,Monegasque,1,Monaco
3016,Italy,Monegasque,1,Monaco
3017,Italy,British,1,UK
3018,Italy,British,1,UK
3020,Italy,British,0,UK
3021,Italy,British,0,UK
3022,Italy,Canadian,0,Canada
3023,Italy,Canadian,0,Canada
3024,Italy,Japanese,0,Japan
3025,Italy,German,0,Germany
3026,Italy,Russian,0,Russia
